# trajectory_format = 1
# source = plan_move (TrajectoryGeneration GPMP2, free-space SDF)
# start_deg = 0 15 180 230 0 55 90
# goal = joints(deg) 0 15 180 234 0 59 90
# duration_s = 10
# timesteps = 10
# final_error = 5.845072818e-05
# dh_config = /home/christian/Desktop/HumanSL_MAIN/config/dh_params.yaml
# ee_displacement_base_m = 0.015012273 2.352699058e-09 -0.04904647973 (norm 0.05129254833)
t_s,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,qd1_degs,qd2_degs,qd3_degs,qd4_degs,qd5_degs,qd6_degs,qd7_degs
1.867,-0.004824255317,14.99955333,180.0058189,-129.6338227,0.0006757733541,55.36581605,89.99805014,-0.004800580871,-0.0004444794952,0.005790354895,0.364380332,0.0006724570788,0.3640208558,-0.00194028912
1.868,-0.004829056888,14.99955288,180.0058247,-129.6334582,0.0006764459499,55.36618015,89.9980482,-0.004802561574,-0.000444662886,0.005792743976,0.3645306741,0.0006727345324,0.3641710496,-0.001941089677
1.869,-0.00483386044,14.99955244,180.0058305,-129.6330936,0.0006771188232,55.3665444,89.99804626,-0.004804541646,-0.0004448462182,0.005795132294,0.3646809682,0.0006730118974,0.3643211954,-0.001941889978
1.87,-0.004838665971,14.99955199,180.0058363,-129.6327289,0.0006777919737,55.36690879,89.99804432,-0.004806521085,-0.0004450294918,0.00579751985,0.3648312143,0.0006732891738,0.3644712933,-0.001942690024
1.871,-0.004843473482,14.99955155,180.0058421,-129.632364,0.0006784654015,55.36727334,89.99804237,-0.004808499891,-0.0004452127069,0.005799906643,0.3649814125,0.0006735663616,0.3646213433,-0.001943489814
1.872,-0.004848282971,14.9995511,180.0058479,-129.6319989,0.0006791391064,55.36763804,89.99804043,-0.004810478066,-0.0004453958635,0.005802292673,0.3651315626,0.0006738434608,0.3647713453,-0.001944289348
1.873,-0.004853094438,14.99955066,180.0058537,-129.6316337,0.0006798130884,55.36800288,89.99803849,-0.004812455608,-0.0004455789615,0.005804677941,0.3652816647,0.0006741204715,0.3649212993,-0.001945088627
1.874,-0.004857907882,14.99955021,180.0058595,-129.6312684,0.0006804873473,55.36836788,89.99803654,-0.004814432518,-0.000445762001,0.005807062446,0.3654317189,0.0006743973936,0.3650712054,-0.001945887651
1.875,-0.004862723302,14.99954977,180.0058653,-129.6309028,0.0006811618831,55.36873302,89.99803459,-0.004816408795,-0.000445944982,0.005809446188,0.365581725,0.0006746742271,0.3652210636,-0.001946686419
1.876,-0.004867540699,14.99954932,180.0058711,-129.6305372,0.0006818366957,55.36909832,89.99803265,-0.00481838444,-0.0004461279044,0.005811829168,0.3657316832,0.0006749509721,0.3653708738,-0.001947484931
1.877,-0.004872360071,14.99954887,180.0058769,-129.6301714,0.000682511785,55.36946377,89.9980307,-0.004820359453,-0.0004463107682,0.005814211385,0.3658815933,0.0006752276285,0.365520636,-0.001948283188
1.878,-0.004877181418,14.99954843,180.0058827,-129.6298054,0.000683187151,55.36982936,89.99802875,-0.004822333833,-0.0004464935735,0.005816592839,0.3660314555,0.0006755041963,0.3656703504,-0.001949081189
1.879,-0.004882004739,14.99954798,180.0058886,-129.6294393,0.0006838627934,55.37019511,89.9980268,-0.004824307582,-0.0004466763203,0.005818973531,0.3661812696,0.0006757806756,0.3658200167,-0.001949878934
1.88,-0.004886830033,14.99954753,180.0058944,-129.6290731,0.0006845387123,55.370561,89.99802485,-0.004826280698,-0.0004468590085,0.00582135346,0.3663310358,0.0006760570662,0.3659696352,-0.001950676424
1.881,-0.0048916573,14.99954709,180.0059002,-129.6287067,0.0006852149075,55.37092705,89.9980229,-0.004828253181,-0.0004470416382,0.005823732626,0.366480754,0.0006763333683,0.3661192056,-0.001951473659
1.882,-0.004896486539,14.99954664,180.005906,-129.6283401,0.000685891379,55.37129324,89.99802095,-0.004830225033,-0.0004472242093,0.00582611103,0.3666304242,0.0006766095818,0.3662687282,-0.001952270638
1.883,-0.00490131775,14.99954619,180.0059119,-129.6279734,0.0006865681266,55.37165958,89.998019,-0.004832196252,-0.0004474067219,0.005828488671,0.3667800464,0.0006768857068,0.3664182027,-0.001953067361
1.884,-0.004906150931,14.99954575,180.0059177,-129.6276065,0.0006872451504,55.37202608,89.99801704,-0.004834166838,-0.0004475891759,0.005830865549,0.3669296206,0.0006771617432,0.3665676294,-0.001953863829
1.885,-0.004910986083,14.9995453,180.0059235,-129.6272395,0.0006879224501,55.37239272,89.99801509,-0.004836136793,-0.0004477715714,0.005833241665,0.3670791468,0.000677437691,0.3667170081,-0.001954660041
1.886,-0.004915823205,14.99954485,180.0059294,-129.6268724,0.0006886000257,55.37275951,89.99801313,-0.004838106115,-0.0004479539084,0.005835617017,0.367228625,0.0006777135502,0.3668663388,-0.001955455998
1.887,-0.004920662295,14.9995444,180.0059352,-129.6265051,0.0006892778772,55.37312645,89.99801118,-0.004840074804,-0.0004481361868,0.005837991608,0.3673780552,0.0006779893209,0.3670156216,-0.001956251699
1.888,-0.004925503354,14.99954395,180.005941,-129.6261376,0.0006899560043,55.37349354,89.99800922,-0.004842042862,-0.0004483184066,0.005840365435,0.3675274374,0.000678265003,0.3671648565,-0.001957047144
1.889,-0.004930346381,14.99954351,180.0059469,-129.62577,0.0006906344071,55.37386078,89.99800726,-0.004844010287,-0.000448500568,0.0058427385,0.3676767716,0.0006785405965,0.3673140434,-0.001957842334
1.89,-0.004935191374,14.99954306,180.0059527,-129.6254023,0.0006913130855,55.37422817,89.9980053,-0.00484597708,-0.0004486826707,0.005845110802,0.3678260579,0.0006788161014,0.3674631823,-0.001958637269
1.891,-0.004940038335,14.99954261,180.0059586,-129.6250344,0.0006919920393,55.37459571,89.99800335,-0.00484794324,-0.000448864715,0.005847482342,0.3679752961,0.0006790915178,0.3676122733,-0.001959431947
1.892,-0.004944887261,14.99954216,180.0059644,-129.6246663,0.0006926712685,55.37496339,89.99800139,-0.004849908769,-0.0004490467006,0.005849853119,0.3681244863,0.0006793668456,0.3677613164,-0.001960226371
1.893,-0.004949738152,14.99954171,180.0059703,-129.6242981,0.000693350773,55.37533123,89.99799942,-0.004851873665,-0.0004492286278,0.005852223133,0.3682736286,0.0006796420848,0.3679103115,-0.001961020538
1.894,-0.004954591008,14.99954126,180.0059761,-129.6239298,0.0006940305526,55.37569921,89.99799746,-0.004853837928,-0.0004494104964,0.005854592384,0.3684227228,0.0006799172355,0.3680592587,-0.00196181445
1.895,-0.004959445827,14.99954081,180.005982,-129.6235613,0.0006947106074,55.37606735,89.9979955,-0.004855801559,-0.0004495923064,0.005856960873,0.3685717691,0.0006801922976,0.3682081579,-0.001962608107
1.896,-0.004964302611,14.99954036,180.0059878,-129.6231926,0.0006953909372,55.37643563,89.99799354,-0.004857764558,-0.0004497740579,0.005859328599,0.3687207674,0.0006804672711,0.3683570091,-0.001963401508
1.897,-0.004969161356,14.99953991,180.0059937,-129.6228238,0.0006960715419,55.37680406,89.99799157,-0.004859726925,-0.0004499557509,0.005861695563,0.3688697176,0.000680742156,0.3685058125,-0.001964194653
1.898,-0.004974022064,14.99953946,180.0059996,-129.6224549,0.0006967524215,55.37717264,89.99798961,-0.00486168866,-0.0004501373853,0.005864061764,0.3690186199,0.0006810169524,0.3686545678,-0.001964987543
1.899,-0.004978884733,14.99953901,180.0060054,-129.6220858,0.0006974335758,55.37754137,89.99798764,-0.004863649762,-0.0004503189612,0.005866427202,0.3691674742,0.0006812916602,0.3688032753,-0.001965780178
1.9,-0.004983749364,14.99953856,180.0060113,-129.6217166,0.0006981150048,55.37791025,89.99798568,-0.004865610231,-0.0004505004785,0.005868791877,0.3693162805,0.0006815662794,0.3689519348,-0.001966572556
1.901,-0.004988615954,14.99953811,180.0060172,-129.6213472,0.0006987967083,55.37827928,89.99798371,-0.004867570069,-0.0004506819373,0.00587115579,0.3694650388,0.0006818408101,0.3691005463,-0.001967364679
1.902,-0.004993484503,14.99953766,180.006023,-129.6209776,0.0006994786864,55.37864845,89.99798174,-0.004869529274,-0.0004508633375,0.00587351894,0.3696137491,0.0006821152521,0.3692491099,-0.001968156547
1.903,-0.004998355012,14.99953721,180.0060289,-129.6206079,0.0007001609388,55.37901777,89.99797977,-0.004871487847,-0.0004510446792,0.005875881327,0.3697624114,0.0006823896056,0.3693976255,-0.001968948159
1.904,-0.005003227479,14.99953676,180.0060348,-129.6202381,0.0007008434656,55.37938725,89.99797781,-0.004873445787,-0.0004512259624,0.005878242952,0.3699110257,0.0006826638706,0.3695460932,-0.001969739516
1.905,-0.005008101903,14.99953631,180.0060407,-129.6198681,0.0007015262665,55.37975687,89.99797584,-0.004875403096,-0.000451407187,0.005880603814,0.370059592,0.0006829380469,0.369694513,-0.001970530616
1.906,-0.005012978285,14.99953585,180.0060465,-129.619498,0.0007022093416,55.38012663,89.99797386,-0.004877359772,-0.000451588353,0.005882963914,0.3702081103,0.0006832121347,0.3698428848,-0.001971321462
1.907,-0.005017856623,14.9995354,180.0060524,-129.6191277,0.0007028926908,55.38049655,89.99797189,-0.004879315815,-0.0004517694605,0.00588532325,0.3703565807,0.0006834861339,0.3699912086,-0.001972112052
1.908,-0.005022736916,14.99953495,180.0060583,-129.6187573,0.0007035763139,55.38086662,89.99796992,-0.004881271226,-0.0004519505095,0.005887681824,0.370505003,0.0006837600446,0.3701394845,-0.001972902386
1.909,-0.005027619165,14.9995345,180.0060642,-129.6183867,0.0007042602108,55.38123683,89.99796795,-0.004883226005,-0.0004521314999,0.005890039636,0.3706533773,0.0006840338666,0.3702877125,-0.001973692464
1.91,-0.005032503368,14.99953405,180.0060701,-129.618016,0.0007049443816,55.38160719,89.99796597,-0.004885180152,-0.0004523124318,0.005892396684,0.3708017037,0.0006843076001,0.3704358925,-0.001974482288
1.911,-0.005037389525,14.99953359,180.006076,-129.6176451,0.000705628826,55.3819777,89.997964,-0.004887133667,-0.0004524933052,0.00589475297,0.370949982,0.000684581245,0.3705840246,-0.001975271855
1.912,-0.005042277635,14.99953314,180.0060819,-129.6172741,0.000706313544,55.38234836,89.99796202,-0.004889086549,-0.00045267412,0.005897108494,0.3710982124,0.0006848548014,0.3707321087,-0.001976061167
1.913,-0.005047167698,14.99953269,180.0060878,-129.6169029,0.0007069985356,55.38271917,89.99796005,-0.004891038798,-0.0004528548762,0.005899463254,0.3712463947,0.0006851282692,0.3708801449,-0.001976850223
1.914,-0.005052059713,14.99953224,180.0060937,-129.6165316,0.0007076838005,55.38309012,89.99795807,-0.004892990416,-0.0004530355739,0.005901817252,0.3713945291,0.0006854016484,0.3710281331,-0.001977639024
1.915,-0.005056953679,14.99953178,180.0060996,-129.6161601,0.0007083693388,55.38346122,89.99795609,-0.004894941401,-0.0004532162131,0.005904170488,0.3715426155,0.000685674939,0.3711760734,-0.001978427569
1.916,-0.005061849595,14.99953133,180.0061055,-129.6157885,0.0007090551504,55.38383247,89.99795411,-0.004896891754,-0.0004533967937,0.00590652296,0.3716906539,0.0006859481411,0.3713239657,-0.001979215859
1.917,-0.005066747462,14.99953088,180.0061114,-129.6154167,0.0007097412351,55.38420387,89.99795213,-0.004898841474,-0.0004535773158,0.00590887467,0.3718386442,0.0006862212545,0.3714718101,-0.001980003893
1.918,-0.005071647278,14.99953042,180.0061173,-129.6150448,0.0007104275929,55.38457542,89.99795015,-0.004900790563,-0.0004537577793,0.005911225618,0.3719865866,0.0006864942795,0.3716196065,-0.001980791672
1.919,-0.005076549043,14.99952997,180.0061232,-129.6146727,0.0007111142236,55.38494711,89.99794817,-0.004902739018,-0.0004539381843,0.005913575802,0.372134481,0.0006867672158,0.371767355,-0.001981579195
1.92,-0.005081452756,14.99952951,180.0061291,-129.6143005,0.0007118011273,55.38531895,89.99794619,-0.004904686842,-0.0004541185307,0.005915925224,0.3722823274,0.0006870400636,0.3719150556,-0.001982366462
1.921,-0.005086358416,14.99952906,180.0061351,-129.6139282,0.0007124883037,55.38569094,89.99794421,-0.004906634033,-0.0004542988186,0.005918273883,0.3724301258,0.0006873128228,0.3720627082,-0.001983153474
1.922,-0.005091266024,14.99952861,180.006141,-129.6135557,0.0007131757529,55.38606308,89.99794222,-0.004908580592,-0.0004544790479,0.00592062178,0.3725778763,0.0006875854934,0.3722103128,-0.00198394023
1.923,-0.005096175577,14.99952815,180.0061469,-129.613183,0.0007138634747,55.38643536,89.99794024,-0.004910526519,-0.0004546592187,0.005922968914,0.3727255787,0.0006878580754,0.3723578695,-0.001984726731
1.924,-0.005101087077,14.9995277,180.0061528,-129.6128102,0.000714551469,55.38680779,89.99793825,-0.004912471813,-0.000454839331,0.005925315285,0.3728732331,0.0006881305689,0.3725053783,-0.001985512976
1.925,-0.005106000521,14.99952724,180.0061587,-129.6124373,0.0007152397358,55.38718037,89.99793627,-0.004914416476,-0.0004550193847,0.005927660894,0.3730208395,0.0006884029738,0.3726528391,-0.001986298966
1.926,-0.005110915909,14.99952679,180.0061647,-129.6120642,0.0007159282749,55.3875531,89.99793428,-0.004916360505,-0.0004551993799,0.00593000574,0.373168398,0.0006886752902,0.372800252,-0.0019870847
1.927,-0.005115833241,14.99952633,180.0061706,-129.6116909,0.0007166170863,55.38792597,89.99793229,-0.004918303903,-0.0004553793165,0.005932349823,0.3733159084,0.0006889475179,0.3729476169,-0.001987870178
1.928,-0.005120752517,14.99952588,180.0061765,-129.6113176,0.0007173061699,55.38829899,89.9979303,-0.004920246668,-0.0004555591946,0.005934693143,0.3734633709,0.0006892196571,0.3730949339,-0.001988655401
1.929,-0.005125673735,14.99952542,180.0061825,-129.610944,0.0007179955256,55.38867216,89.99792832,-0.004922188801,-0.0004557390141,0.005937035701,0.3736107853,0.0006894917077,0.3732422029,-0.001989440369
1.93,-0.005130596894,14.99952496,180.0061884,-129.6105703,0.0007186851533,55.38904548,89.99792633,-0.004924130301,-0.0004559187751,0.005939377496,0.3737581518,0.0006897636698,0.373389424,-0.00199022508
1.931,-0.005135521995,14.99952451,180.0061944,-129.6101965,0.0007193750529,55.38941894,89.99792434,-0.00492607117,-0.0004560984776,0.005941718529,0.3739054702,0.0006900355432,0.3735365971,-0.001991009537
1.932,-0.005140449036,14.99952405,180.0062003,-129.6098225,0.0007200652244,55.38979255,89.99792234,-0.004928011405,-0.0004562781215,0.005944058799,0.3740527407,0.0006903073281,0.3736837223,-0.001991793737
1.933,-0.005145378018,14.9995236,180.0062062,-129.6094484,0.0007207556675,55.39016631,89.99792035,-0.004929951009,-0.0004564577068,0.005946398306,0.3741999632,0.0006905790245,0.3738307995,-0.001992577682
1.934,-0.005150308938,14.99952314,180.0062122,-129.6090741,0.0007214463824,55.39054021,89.99791836,-0.00493188998,-0.0004566372336,0.00594873705,0.3743471377,0.0006908506322,0.3739778288,-0.001993361372
1.935,-0.005155241797,14.99952268,180.0062181,-129.6086997,0.0007221373688,55.39091426,89.99791636,-0.004933828319,-0.0004568167019,0.005951075032,0.3744942641,0.0006911221514,0.3741248101,-0.001994144806
1.936,-0.005160176595,14.99952223,180.0062241,-129.6083251,0.0007228286267,55.39128846,89.99791437,-0.004935766026,-0.0004569961116,0.005953412251,0.3746413426,0.000691393582,0.3742717435,-0.001994927984
1.937,-0.005165113329,14.99952177,180.00623,-129.6079504,0.0007235201559,55.39166281,89.99791237,-0.0049377031,-0.0004571754628,0.005955748708,0.3747883731,0.000691664924,0.374418629,-0.001995710907
1.938,-0.005170052001,14.99952131,180.006236,-129.6075756,0.0007242119565,55.3920373,89.99791038,-0.004939639543,-0.0004573547554,0.005958084401,0.3749353556,0.0006919361775,0.3745654665,-0.001996493574
1.939,-0.005174992608,14.99952085,180.006242,-129.6072005,0.0007249040282,55.39241194,89.99790838,-0.004941575352,-0.0004575339895,0.005960419333,0.3750822902,0.0006922073424,0.374712256,-0.001997275986
1.94,-0.005179935151,14.9995204,180.0062479,-129.6068254,0.0007255963711,55.39278672,89.99790638,-0.00494351053,-0.0004577131651,0.005962753501,0.3752291767,0.0006924784187,0.3748589976,-0.001998058142
1.941,-0.005184879629,14.99951994,180.0062539,-129.6064501,0.0007262889851,55.39316166,89.99790439,-0.004945445075,-0.0004578922821,0.005965086907,0.3753760152,0.0006927494065,0.3750056913,-0.001998840043
1.942,-0.005189826041,14.99951948,180.0062599,-129.6060746,0.0007269818699,55.39353673,89.99790239,-0.004947378988,-0.0004580713405,0.00596741955,0.3755228057,0.0006930203056,0.375152337,-0.001999621688
1.943,-0.005194774387,14.99951902,180.0062658,-129.605699,0.0007276750256,55.39391196,89.99790039,-0.004949312268,-0.0004582503404,0.00596975143,0.3756695483,0.0006932911162,0.3752989348,-0.002000403077
1.944,-0.005199724665,14.99951856,180.0062718,-129.6053233,0.0007283684521,55.39428733,89.99789839,-0.004951244917,-0.0004584292818,0.005972082548,0.3758162428,0.0006935618383,0.3754454846,-0.002001184211
1.945,-0.005204676876,14.99951811,180.0062778,-129.6049474,0.0007290621493,55.39466285,89.99789638,-0.004953176932,-0.0004586081646,0.005974412903,0.3759628893,0.0006938324717,0.3755919865,-0.002001965089
1.946,-0.005209631019,14.99951765,180.0062837,-129.6045714,0.000729756117,55.39503852,89.99789438,-0.004955108316,-0.0004587869889,0.005976742495,0.3761094879,0.0006941030166,0.3757384404,-0.002002745712
1.947,-0.005214587093,14.99951719,180.0062897,-129.6041952,0.0007304503553,55.39541433,89.99789238,-0.004957039067,-0.0004589657546,0.005979071325,0.3762560384,0.0006943734729,0.3758848464,-0.002003526079
1.948,-0.005219545097,14.99951673,180.0062957,-129.6038189,0.0007311448639,55.39579029,89.99789037,-0.004958969186,-0.0004591444618,0.005981399392,0.376402541,0.0006946438406,0.3760312044,-0.002004306191
1.949,-0.005224505031,14.99951627,180.0063017,-129.6034424,0.0007318396429,55.39616639,89.99788837,-0.004960898673,-0.0004593231105,0.005983726696,0.3765489956,0.0006949141198,0.3761775145,-0.002005086047
1.95,-0.005229466894,14.99951581,180.0063077,-129.6030658,0.0007325346922,55.39654264,89.99788636,-0.004962827527,-0.0004595017006,0.005986053238,0.3766954021,0.0006951843104,0.3763237766,-0.002005865647
1.951,-0.005234430686,14.99951535,180.0063137,-129.602689,0.0007332300115,55.39691904,89.99788436,-0.00496475575,-0.0004596802321,0.005988379017,0.3768417607,0.0006954544124,0.3764699908,-0.002006644992
1.952,-0.005239396405,14.99951489,180.0063196,-129.6023121,0.000733925601,55.39729558,89.99788235,-0.004966683339,-0.0004598587051,0.005990704033,0.3769880713,0.0006957244259,0.3766161571,-0.002007424082
1.953,-0.005244364052,14.99951443,180.0063256,-129.601935,0.0007346214603,55.39767227,89.99788034,-0.004968610297,-0.0004600371196,0.005993028287,0.3771343339,0.0006959943507,0.3767622753,-0.002008202916
1.954,-0.005249333626,14.99951397,180.0063316,-129.6015578,0.0007353175896,55.39804911,89.99787833,-0.004970536622,-0.0004602154755,0.005995351778,0.3772805485,0.000696264187,0.3769083457,-0.002008981494
1.955,-0.005254305125,14.99951351,180.0063376,-129.6011805,0.0007360139887,55.39842609,89.99787633,-0.004972462315,-0.0004603937729,0.005997674506,0.3774267151,0.0006965339348,0.3770543681,-0.002009759816
1.956,-0.00525927855,14.99951305,180.0063436,-129.600803,0.0007367106575,55.39880321,89.99787432,-0.004974387375,-0.0004605720117,0.005999996472,0.3775728337,0.0006968035939,0.3772003426,-0.002010537884
1.957,-0.0052642539,14.99951259,180.0063496,-129.6004253,0.0007374075959,55.39918049,89.9978723,-0.004976311804,-0.000460750192,0.006002317675,0.3777189043,0.0006970731645,0.3773462691,-0.002011315695
1.958,-0.005269231174,14.99951213,180.0063556,-129.6000475,0.0007381048038,55.39955791,89.99787029,-0.004978235599,-0.0004609283138,0.006004638115,0.3778649269,0.0006973426465,0.3774921476,-0.002012093251
1.959,-0.005274210371,14.99951167,180.0063616,-129.5996696,0.0007388022811,55.39993547,89.99786828,-0.004980158763,-0.000461106377,0.006006957793,0.3780109016,0.00069761204,0.3776379782,-0.002012870551
1.96,-0.005279191491,14.99951121,180.0063676,-129.5992915,0.0007395000278,55.40031318,89.99786627,-0.004982081294,-0.0004612843816,0.006009276708,0.3781568282,0.0006978813448,0.3777837609,-0.002013647596
1.961,-0.005284174533,14.99951075,180.0063737,-129.5989133,0.0007401980438,55.40069104,89.99786425,-0.004984003193,-0.0004614623277,0.00601159486,0.3783027068,0.0006981505611,0.3779294956,-0.002014424386
1.962,-0.005289159497,14.99951028,180.0063797,-129.5985349,0.0007408963289,55.40106904,89.99786224,-0.00498592446,-0.0004616402153,0.006013912249,0.3784485375,0.0006984196888,0.3780751824,-0.002015200919
1.963,-0.005294146382,14.99950982,180.0063857,-129.5981564,0.0007415948831,55.40144719,89.99786022,-0.004987845094,-0.0004618180443,0.006016228876,0.3785943201,0.000698688728,0.3782208212,-0.002015977197
1.964,-0.005299135187,14.99950936,180.0063917,-129.5977777,0.0007422937063,55.40182548,89.99785821,-0.004989765097,-0.0004619958148,0.006018544741,0.3787400548,0.0006989576786,0.3783664121,-0.00201675322
1.965,-0.005304125912,14.9995089,180.0063977,-129.5973989,0.0007429927985,55.40220392,89.99785619,-0.004991684466,-0.0004621735267,0.006020859842,0.3788857414,0.0006992265406,0.378511955,-0.002017528987
1.966,-0.005309118556,14.99950844,180.0064037,-129.5970199,0.0007436921594,55.40258251,89.99785417,-0.004993603204,-0.0004623511801,0.006023174181,0.3790313801,0.000699495314,0.37865745,-0.002018304498
1.967,-0.005314113118,14.99950797,180.0064098,-129.5966408,0.000744391789,55.40296124,89.99785215,-0.004995521309,-0.000462528775,0.006025487757,0.3791769708,0.0006997639989,0.3788028971,-0.002019079754
1.968,-0.005319109598,14.99950751,180.0064158,-129.5962616,0.0007450916874,55.40334011,89.99785013,-0.004997438782,-0.0004627063113,0.006027800571,0.3793225134,0.0007000325951,0.3789482962,-0.002019854755
1.969,-0.005324107995,14.99950705,180.0064218,-129.5958822,0.0007457918542,55.40371913,89.99784811,-0.004999355622,-0.000462883789,0.006030112621,0.3794680081,0.0007003011029,0.3790936473,-0.002020629499
1.97,-0.005329108309,14.99950658,180.0064279,-129.5955026,0.0007464922895,55.4040983,89.99784609,-0.005001271831,-0.0004630612082,0.00603242391,0.3796134548,0.000700569522,0.3792389505,-0.002021403989
1.971,-0.005334110539,14.99950612,180.0064339,-129.595123,0.0007471929932,55.40447761,89.99784407,-0.005003187407,-0.0004632385689,0.006034734435,0.3797588535,0.0007008378526,0.3793842058,-0.002022178222
1.972,-0.005339114684,14.99950566,180.0064399,-129.5947431,0.0007478939652,55.40485707,89.99784205,-0.00500510235,-0.000463415871,0.006037044198,0.3799042042,0.0007011060946,0.3795294131,-0.0020229522
1.973,-0.005344120743,14.99950519,180.006446,-129.5943632,0.0007485952054,55.40523667,89.99784002,-0.005007016661,-0.0004635931146,0.006039353198,0.3800495069,0.000701374248,0.3796745724,-0.002023725923
1.974,-0.005349128717,14.99950473,180.006452,-129.593983,0.0007492967137,55.40561642,89.997838,-0.00500893034,-0.0004637702996,0.006041661435,0.3801947616,0.0007016423128,0.3798196838,-0.00202449939
1.975,-0.005354138604,14.99950427,180.006458,-129.5936028,0.00074999849,55.40599631,89.99783598,-0.005010843387,-0.0004639474261,0.00604396891,0.3803399683,0.0007019102891,0.3799647473,-0.002025272601
1.976,-0.005359150403,14.9995038,180.0064641,-129.5932223,0.0007507005342,55.40637635,89.99783395,-0.005012755802,-0.0004641244941,0.006046275622,0.3804851271,0.0007021781768,0.3801097628,-0.002026045557
1.977,-0.005364164115,14.99950334,180.0064701,-129.5928418,0.0007514028463,55.40675653,89.99783192,-0.005014667584,-0.0004643015034,0.006048581572,0.3806302378,0.000702445976,0.3802547304,-0.002026818257
1.978,-0.005369179738,14.99950287,180.0064762,-129.5924611,0.0007521054261,55.40713686,89.9978299,-0.005016578733,-0.0004644784543,0.006050886759,0.3807753005,0.0007027136865,0.38039965,-0.002027590702
1.979,-0.005374197272,14.99950241,180.0064822,-129.5920802,0.0007528082736,55.40751733,89.99782787,-0.005018489251,-0.0004646553466,0.006053191183,0.3809203153,0.0007029813085,0.3805445217,-0.002028362891
1.98,-0.005379216717,14.99950195,180.0064883,-129.5916992,0.0007535113887,55.40789795,89.99782584,-0.005020399136,-0.0004648321804,0.006055494844,0.381065282,0.0007032488419,0.3806893454,-0.002029134824
1.981,-0.005384238071,14.99950148,180.0064943,-129.5913181,0.0007542147713,55.40827871,89.99782381,-0.005022308389,-0.0004650089556,0.006057797743,0.3812102008,0.0007035162868,0.3808341212,-0.002029906502
1.982,-0.005389261333,14.99950102,180.0065004,-129.5909368,0.0007549184213,55.40865961,89.99782178,-0.005024217009,-0.0004651856723,0.006060099879,0.3813550715,0.000703783643,0.380978849,-0.002030677925
1.983,-0.005394286504,14.99950055,180.0065065,-129.5905554,0.0007556223386,55.40904067,89.99781975,-0.005026124998,-0.0004653623304,0.006062401252,0.3814998943,0.0007040509107,0.3811235289,-0.002031449092
1.984,-0.005399313583,14.99950008,180.0065125,-129.5901738,0.0007563265231,55.40942186,89.99781772,-0.005028032354,-0.00046553893,0.006064701863,0.381644669,0.0007043180899,0.3812681609,-0.002032220003
1.985,-0.005404342569,14.99949962,180.0065186,-129.5897921,0.0007570309747,55.4098032,89.99781568,-0.005029939077,-0.000465715471,0.006067001711,0.3817893958,0.0007045851804,0.3814127449,-0.002032990659
1.986,-0.005409373461,14.99949915,180.0065247,-129.5894102,0.0007577356934,55.41018469,89.99781365,-0.005031845169,-0.0004658919535,0.006069300796,0.3819340746,0.0007048521824,0.3815572809,-0.002033761059
1.987,-0.005414406259,14.99949869,180.0065307,-129.5890282,0.000758440679,55.41056632,89.99781162,-0.005033750628,-0.0004660683775,0.006071599119,0.3820787054,0.0007051190958,0.381701769,-0.002034531203
1.988,-0.005419440962,14.99949822,180.0065368,-129.5886461,0.0007591459316,55.41094809,89.99780958,-0.005035655454,-0.0004662447429,0.006073896679,0.3822232882,0.0007053859206,0.3818462092,-0.002035301092
1.989,-0.00542447757,14.99949775,180.0065429,-129.5882638,0.0007598514509,55.41133001,89.99780755,-0.005037559649,-0.0004664210498,0.006076193476,0.382367823,0.0007056526569,0.3819906014,-0.002036070726
1.99,-0.005429516081,14.99949729,180.006549,-129.5878814,0.0007605572368,55.41171207,89.99780551,-0.005039463211,-0.0004665972981,0.006078489511,0.3825123098,0.0007059193046,0.3821349456,-0.002036840104
1.991,-0.005434556496,14.99949682,180.006555,-129.5874988,0.0007612632894,55.41209428,89.99780347,-0.00504136614,-0.0004667734878,0.006080784783,0.3826567486,0.0007061858637,0.3822792419,-0.002037609226
1.992,-0.005439598813,14.99949635,180.0065611,-129.587116,0.0007619696085,55.41247663,89.99780143,-0.005043268438,-0.0004669496191,0.006083079292,0.3828011394,0.0007064523342,0.3824234903,-0.002038378093
1.993,-0.005444643033,14.99949589,180.0065672,-129.5867332,0.0007626761941,55.41285913,89.9977994,-0.005045170103,-0.0004671256918,0.006085373039,0.3829454822,0.0007067187162,0.3825676907,-0.002039146704
1.994,-0.005449689153,14.99949542,180.0065733,-129.5863502,0.0007633830459,55.41324177,89.99779736,-0.005047071136,-0.0004673017059,0.006087666023,0.383089777,0.0007069850096,0.3827118432,-0.00203991506
1.995,-0.005454737175,14.99949495,180.0065794,-129.585967,0.0007640901641,55.41362455,89.99779532,-0.005048971536,-0.0004674776615,0.006089958244,0.3832340239,0.0007072512144,0.3828559477,-0.00204068316
1.996,-0.005459787096,14.99949449,180.0065855,-129.5855837,0.0007647975483,55.41400748,89.99779327,-0.005050871305,-0.0004676535585,0.006092249703,0.3833782227,0.0007075173307,0.3830000043,-0.002041451004
1.997,-0.005464838917,14.99949402,180.0065916,-129.5852002,0.0007655051987,55.41439055,89.99779123,-0.005052770441,-0.0004678293971,0.006094540399,0.3835223735,0.0007077833584,0.3831440129,-0.002042218593
