frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RHIP_x,human_RHIP_y,human_RHIP_z,human_LHIP_x,human_LHIP_y,human_LHIP_z,human_CLAV_x,human_CLAV_y,human_CLAV_z,human_STRN_x,human_STRN_y,human_STRN_z,human_HEAD_x,human_HEAD_y,human_HEAD_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,target_x,target_y,target_z,state_idx
919771,-90.0028,90.0006,-14.999,44.9906,4.99911,4.9936,-175.001,90.0024,90.006,14.9989,44.9928,5.00038,4.98949,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.25804,0.481864,-0.411399,-5.78506,-0.291709,-1.98216,0.0639003,3.34965,3.06503,0.288081,-5.93959,-1.55938,-1.25064,-0.463943,0.034035,-0.300424,1.36348,1.85498,-0.0974515,-1.50618,-0.0533597,-0.302001,1.3657,-1.93268,-0.123234,-1.57047,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.12475e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.0234959,-0.701967,1.57881,-177.768,-232.978,1404.6,-159.986,-251.476,1454.2,-196.593,-267.509,1358.73,157.113,-225.395,1394.4,147.29,-234.435,1430.95,172.729,-252.433,1349.54,-310.149,-352.909,606.305,-294.758,-295.182,615.631,-236.895,-314.048,644.343,-310.216,-296.194,654.716,157.185,-341.653,642.581,191.426,-299.523,623.03,235.312,-350.215,594.232,254.67,-351.8,625.217,-806.961,-708.876,1253.79,-761.694,-707.982,1265.39,-786.911,-710.38,1298.47,-767.309,872.198,1244.76,-737.274,872.142,1272.51,-784.899,875.487,1289.75,-777.266,-351.929,1244.34,-761.258,-350.926,1287.44,-805.782,-349.103,1280.25,0.359935,-1.33312,1.70625,0
919772,-90.0028,90.0006,-14.999,44.9905,4.99911,4.9936,-175.001,90.0025,90.0061,14.9989,44.9925,5.00038,4.98933,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.23626,0.50299,-0.411506,-5.7801,-0.289974,-2.00058,0.0420988,3.3409,3.06469,0.26334,-5.94223,-1.5346,-1.24388,-0.476954,0.0340452,-0.300313,1.36352,1.8552,-0.0987496,-1.50592,-0.0531489,-0.301481,1.36582,-1.93188,-0.12378,-1.56796,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.10829e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.023496,-0.701967,1.57881,-177.767,-232.974,1404.6,-159.989,-251.491,1454.21,-196.414,-267.512,1358.87,157.105,-225.395,1394.4,147.277,-234.431,1430.96,172.775,-252.685,1349.53,-310.157,-352.902,606.301,-294.768,-295.178,615.627,-236.899,-314.043,644.359,-309.778,-296.377,654.7,157.196,-341.671,642.575,191.429,-299.535,623.018,235.319,-350.205,594.244,254.664,-351.782,625.202,-806.976,-708.872,1253.77,-761.674,-707.894,1265.4,-786.915,-710.401,1298.47,-767.362,872.233,1244.77,-737.228,872.152,1272.53,-784.895,875.505,1289.76,-777.823,-351.417,1244.03,-761.273,-350.926,1287.48,-805.78,-349.113,1280.26,0.35991,-1.33313,1.7062,0
919773,-90.0028,90.0006,-14.999,44.9904,4.99911,4.9936,-175.001,90.0025,90.0063,14.9989,44.9917,5.00038,4.98911,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.28163,0.502739,-0.412143,-5.7892,-0.294918,-1.99385,0.0566463,3.35131,3.10027,0.274041,-5.91649,-1.54709,-1.24225,-0.477763,0.0340815,-0.299986,1.3634,1.85437,-0.0958844,-1.5046,-0.0531631,-0.301441,1.36582,-1.93138,-0.123138,-1.56849,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.09183e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.023496,-0.701967,1.57881,-177.768,-232.981,1404.59,-160.038,-251.539,1454.16,-196.406,-267.537,1358.85,157.106,-225.404,1394.4,147.372,-234.538,1430.78,172.751,-252.682,1349.53,-310.148,-352.91,606.298,-294.782,-295.157,615.63,-236.89,-314.04,644.343,-309.77,-296.371,654.702,157.192,-341.664,642.6,191.434,-299.53,623.031,235.316,-350.203,594.23,254.652,-351.796,625.214,-806.971,-708.864,1253.78,-761.712,-707.983,1265.4,-786.932,-710.381,1298.47,-767.347,872.208,1244.76,-737.182,872.134,1272.49,-784.92,875.504,1289.76,-777.242,-351.983,1244.29,-761.258,-350.922,1287.46,-805.787,-349.108,1280.26,0.360084,-1.33299,1.70625,0
919774,-90.0028,90.0006,-14.999,44.9903,4.99911,4.99355,-175.001,90.0025,90.0063,14.9989,44.9917,5.00038,4.98884,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.2415,0.505008,-0.411248,-5.78562,-0.29843,-2.00337,0.0385085,3.35747,3.08532,0.256547,-5.95261,-1.53193,-1.22606,-0.484065,0.0339868,-0.300254,1.36352,1.85508,-0.0986468,-1.5067,-0.0533508,-0.301975,1.36572,-1.93254,-0.123355,-1.57034,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.07535e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.023496,-0.701967,1.57881,-177.775,-232.99,1404.59,-159.997,-251.496,1454.21,-196.582,-267.519,1358.75,157.107,-225.406,1394.4,147.275,-234.433,1430.96,172.75,-252.688,1349.52,-310.158,-352.914,606.296,-294.783,-295.171,615.623,-236.913,-314.03,644.363,-309.782,-296.383,654.701,157.186,-341.665,642.59,191.438,-299.539,623.03,235.327,-350.21,594.222,254.68,-351.776,625.212,-806.976,-708.886,1253.75,-761.696,-707.9,1265.38,-786.921,-710.39,1298.46,-767.313,872.204,1244.76,-737.275,872.123,1272.53,-784.905,875.501,1289.75,-777.297,-351.903,1244.32,-761.268,-350.929,1287.46,-805.783,-349.116,1280.25,0.359907,-1.33312,1.7062,0
919775,-90.0028,90.0006,-14.999,44.9903,4.99911,4.99355,-175.001,90.0025,90.0063,14.9989,44.9917,5.00038,4.98884,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.2415,0.505008,-0.411248,-5.78562,-0.29843,-2.00337,0.0385085,3.35747,3.08532,0.256547,-5.95261,-1.53193,-1.22606,-0.484065,0.0339808,-0.300259,1.36355,1.85488,-0.0985498,-1.50656,-0.0533628,-0.302015,1.36576,-1.93238,-0.123517,-1.57078,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.05889e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.023496,-0.701967,1.57881,-177.764,-232.977,1404.6,-160.003,-251.482,1454.21,-196.581,-267.522,1358.75,157.099,-225.403,1394.4,147.278,-234.429,1430.96,172.738,-252.689,1349.51,-310.151,-352.922,606.299,-294.802,-295.157,615.626,-236.899,-314.042,644.34,-309.797,-296.376,654.717,157.194,-341.661,642.595,191.441,-299.534,623.028,235.315,-350.212,594.238,254.651,-351.778,625.214,-806.981,-708.865,1253.79,-761.712,-707.909,1265.41,-786.928,-710.396,1298.46,-767.355,872.225,1244.76,-737.192,872.112,1272.51,-784.896,875.506,1289.77,-777.31,-351.899,1244.3,-761.262,-350.914,1287.46,-805.779,-349.117,1280.25,0.360032,-1.33294,1.70623,0
919776,-90.0028,90.0006,-14.9989,44.9903,4.99911,4.99349,-175.001,90.0025,90.0064,14.9989,44.9917,5.00038,4.98835,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.25428,0.496428,-0.395513,-5.73299,-0.278792,-1.96281,0.0523484,3.34018,3.04333,0.29545,-5.96644,-1.50804,-1.24029,-0.455442,0.0340015,-0.300382,1.36347,1.85506,-0.0973491,-1.50673,-0.0533457,-0.301918,1.36568,-1.93273,-0.123056,-1.57021,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.07536e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.023496,-0.701967,1.57881,-177.77,-232.977,1404.59,-159.982,-251.502,1454.2,-196.585,-267.526,1358.74,157.116,-225.4,1394.4,147.285,-234.434,1430.95,172.721,-252.428,1349.53,-310.162,-352.91,606.293,-294.8,-295.17,615.612,-236.896,-314.053,644.335,-310.204,-296.197,654.715,157.193,-341.663,642.591,191.449,-299.547,623.031,235.324,-350.207,594.228,254.663,-351.796,625.219,-806.97,-708.864,1253.78,-761.707,-707.98,1265.42,-786.946,-710.38,1298.46,-767.341,872.191,1244.77,-737.242,872.115,1272.53,-784.891,875.474,1289.75,-777.333,-351.871,1244.29,-761.261,-350.958,1287.46,-805.783,-349.123,1280.26,0.360075,-1.33303,1.70623,0
919777,-90.0028,90.0006,-14.9989,44.9903,4.99911,4.99344,-175.001,90.0025,90.0064,14.9989,44.9916,5.00038,4.98813,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.27828,0.484109,-0.422079,-5.75742,-0.291926,-1.9979,0.0433605,3.32846,3.04855,0.274867,-5.95654,-1.53492,-1.23016,-0.484658,0.0340394,-0.300458,1.36348,1.85515,-0.0978288,-1.50619,-0.053135,-0.30143,1.3658,-1.9319,-0.123673,-1.56772,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.09181e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.023496,-0.701967,1.57881,-177.769,-232.976,1404.59,-159.988,-251.495,1454.19,-196.409,-267.531,1358.86,157.109,-225.396,1394.4,147.275,-234.427,1430.97,172.731,-252.426,1349.55,-310.169,-352.927,606.309,-294.754,-295.199,615.633,-236.911,-314.054,644.357,-309.783,-296.375,654.705,157.189,-341.673,642.587,191.439,-299.547,623.025,235.311,-350.216,594.228,254.659,-351.8,625.21,-806.985,-708.867,1253.78,-761.721,-707.98,1265.39,-786.918,-710.394,1298.46,-767.34,872.197,1244.76,-737.238,872.112,1272.54,-784.908,875.502,1289.75,-777.35,-351.835,1244.26,-761.26,-350.945,1287.45,-805.783,-349.12,1280.25,0.360017,-1.33299,1.70621,0
919778,-90.0028,90.0006,-14.9989,44.9903,4.99911,4.99338,-175.001,90.0026,90.0064,14.9989,44.9916,5.00038,4.98802,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.22793,0.48244,-0.404694,-5.78896,-0.276154,-2.00342,0.0488464,3.32202,3.08223,0.284974,-5.93891,-1.52748,-1.22465,-0.477458,0.0340512,-0.300479,1.36346,1.8554,-0.0978663,-1.50618,-0.0533467,-0.301936,1.36571,-1.93254,-0.123091,-1.57025,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.10827e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.0234961,-0.701967,1.57881,-177.777,-232.982,1404.6,-160.002,-251.49,1454.19,-196.585,-267.526,1358.74,157.11,-225.401,1394.41,147.267,-234.427,1430.97,172.755,-252.466,1349.54,-310.166,-352.916,606.299,-294.753,-295.187,615.607,-236.883,-314.042,644.358,-309.785,-296.377,654.694,157.2,-341.667,642.585,191.45,-299.539,623.011,235.322,-350.207,594.228,254.676,-351.781,625.227,-806.985,-708.871,1253.77,-761.684,-708.001,1265.41,-786.917,-710.403,1298.48,-767.34,872.208,1244.75,-737.245,872.141,1272.54,-784.891,875.477,1289.73,-777.346,-351.836,1244.27,-761.263,-350.952,1287.44,-805.773,-349.137,1280.26,0.360216,-1.33292,1.70614,0
919779,-90.0028,90.0006,-14.9989,44.9903,4.99911,4.99327,-175.001,90.0026,90.0064,14.9989,44.9915,5.00038,4.98786,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.24035,0.457276,-0.412338,-5.80024,-0.28081,-1.99027,0.0565822,3.33445,3.06183,0.28794,-5.95314,-1.54949,-1.22989,-0.466507,0.0339991,-0.300255,1.36354,1.85512,-0.0988845,-1.50653,-0.0533813,-0.30205,1.36576,-1.93231,-0.123536,-1.57098,-0.766434,0.0812842,1.25808,0.0139359,0.9999,-0.00223465,6.79016e-310,6.79016e-310,0,5.14581e-310,2.12473e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.0234961,-0.701967,1.57881,-177.771,-232.993,1404.59,-160.026,-251.477,1454.18,-196.592,-267.538,1358.74,157.106,-225.398,1394.4,147.273,-234.427,1430.97,172.763,-252.72,1349.52,-310.157,-352.912,606.293,-294.764,-295.201,615.612,-236.886,-314.067,644.331,-309.789,-296.383,654.707,157.196,-341.661,642.581,191.45,-299.527,623.033,235.306,-350.222,594.22,254.674,-351.785,625.224,-806.967,-708.879,1253.77,-761.708,-707.989,1265.39,-786.923,-710.39,1298.46,-767.307,872.205,1244.75,-737.208,872.056,1272.48,-784.866,875.474,1289.75,-777.277,-351.894,1244.36,-761.254,-350.959,1287.46,-805.771,-349.12,1280.25,0.360038,-1.33295,1.7062,0
919780,-90.0028,90.0006,-14.999,44.9902,4.99911,4.99327,-175.001,90.0026,90.0064,14.9989,44.9915,5.00038,4.98775,5.00091,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.269,0.495543,-0.389484,-5.80865,-0.294095,-1.97456,0.0541433,3.32533,3.07296,0.27631,-5.95719,-1.51903,-1.24494,-0.4915,0.0339934,-0.300308,1.36354,1.85521,-0.0989153,-1.5066,-0.0533686,-0.301983,1.36573,-1.93211,-0.122737,-1.57105,-0.766434,0.0812837,1.25808,0.0139358,0.9999,-0.00223544,6.79016e-310,6.79016e-310,0,5.14581e-310,2.1412e-318,6.79016e-310,0,0,0,0,0,0,0,0,0,0,0,0,0.0234961,-0.701967,1.57881,-177.763,-232.989,1404.6,-160.03,-251.53,1454.18,-196.574,-267.519,1358.73,157.098,-225.398,1394.4,147.26,-234.412,1430.97,172.755,-252.687,1349.51,-310.159,-352.928,606.293,-294.787,-295.181,615.619,-236.878,-314.102,644.338,-309.784,-296.387,654.695,157.19,-341.661,642.591,191.436,-299.55,623.021,235.318,-350.202,594.226,254.664,-351.797,625.21,-806.955,-708.869,1253.78,-761.691,-707.98,1265.42,-786.91,-710.385,1298.46,-767.321,872.207,1244.76,-737.283,872.128,1272.55,-784.874,875.476,1289.75,-777.339,-351.853,1244.31,-761.263,-350.914,1287.45,-805.777,-349.116,1280.25,0.359972,-1.33319,1.70622,0
