frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RHIP_x,human_RHIP_y,human_RHIP_z,human_LHIP_x,human_LHIP_y,human_LHIP_z,human_CLAV_x,human_CLAV_y,human_CLAV_z,human_STRN_x,human_STRN_y,human_STRN_z,human_HEAD_x,human_HEAD_y,human_HEAD_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,target_x,target_y,target_z,state_idx
2338820,-89.9989,90.0011,-14.9952,44.9902,4.999,4.99333,-175.001,89.991,90.0461,14.9629,44.9596,4.94879,4.94193,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,1.80205,-0.50764,0.967113,-6.62786,-0.296103,-2.14379,-0.10116,-1.37194,2.44796,-0.648054,-5.05108,-1.29211,-0.929595,0.222585,0.171826,-0.727369,1.3649,1.80088,0.0898404,-2.30188,0.109299,-0.666921,1.37377,-1.99702,0.0558003,-2.34665,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.191336,-0.530449,0.589746,-0.26255,-1.26204,1.35188,0,0,0,0,0,0,0,0,0,0,0,0,-0.268078,-0.989497,1.53062,65.3169,-538.829,1432.23,61.2557,-572.615,1476.52,31.7669,-541.73,1382.45,308.742,-768.659,1400.83,292.489,-774.177,1435.55,304.205,-790.689,1350.5,-48.9861,-395.868,633.339,5.68516,-370,656.784,28.5254,-428.096,674.694,-61.0569,-392.529,665.501,283.657,-725.063,640.709,344.38,-723.017,621.506,336.067,-777.991,586.689,345.703,-797.686,615.999,-360,-1016.11,1129.24,-391.026,-999.035,1151.46,-348.582,-986.98,1168.29,0,0,0,-456.013,313.953,271.675,-432.653,292.769,236.445,-396.954,-693.407,966.712,-401.337,-717.19,927.784,-360.899,-706.241,939.875,0.374166,-1.35567,1.71067,0
2338821,-89.9989,90.0011,-14.9952,44.9902,4.999,4.99333,-175.001,89.9911,90.0461,14.9629,44.9596,4.94879,4.94193,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,1.80102,-0.544181,0.962401,-6.65417,-0.304903,-2.15688,-0.0917224,-1.37339,2.39851,-0.657447,-5.09092,-1.24122,-0.923086,0.223079,0.171627,-0.728147,1.36501,1.8011,0.091053,-2.30424,0.109373,-0.667464,1.37392,-1.99688,0.0573575,-2.34917,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.18964,-0.529125,0.587376,-0.263441,-1.26179,1.35205,0,0,0,0,0,0,0,0,0,0,0,0,-0.268769,-0.989064,1.53,65.5844,-539.383,1432.46,61.3739,-573.19,1476.67,32.0402,-542.196,1382.64,308.481,-769.709,1401.04,292.212,-775.188,1435.73,303.967,-791.671,1350.67,-47.7946,-395.436,633.56,6.88022,-369.735,657.075,29.6025,-427.92,674.992,-59.9458,-392.069,665.736,284.155,-725.391,640.911,344.863,-723.486,621.786,336.423,-778.325,586.954,346.045,-798.13,616.239,-359.921,-1016.77,1128.23,-390.856,-999.668,1150.59,-348.372,-987.88,1167.13,0,0,0,-455.629,313.971,271.368,-432.611,292.682,236.418,-396.682,-693.855,966.077,-401.434,-717.536,927.317,-360.848,-706.766,939.169,0.374161,-1.35567,1.71068,0
2338822,-89.9989,90.0011,-14.9952,44.9902,4.999,4.99333,-175.001,89.9906,90.0463,14.9629,44.9591,4.94879,4.94187,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,1.80102,-0.544181,0.962401,-6.65417,-0.304903,-2.15688,-0.0917224,-1.40265,2.46666,-0.685656,-5.01439,-1.26695,-0.920068,0.217631,0.171674,-0.728637,1.36518,1.8009,0.0927211,-2.30683,0.109421,-0.667999,1.37404,-1.99724,0.0580931,-2.35086,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.187973,-0.527784,0.58503,-0.26431,-1.26155,1.3522,0,0,0,0,0,0,0,0,0,0,0,0,-0.269456,-0.988625,1.52938,65.8276,-539.892,1432.66,61.5367,-573.749,1476.86,32.3,-542.608,1382.84,308.307,-770.688,1401.27,291.979,-776.188,1435.93,303.741,-792.617,1350.87,-46.6396,-395.118,633.804,8.15931,-369.537,657.4,31.2137,-427.762,675.571,-58.7716,-391.752,665.989,284.684,-725.706,641.136,345.38,-723.923,622.048,336.872,-778.672,587.18,346.396,-798.538,616.44,-359.806,-1017.6,1127.05,-390.619,-1000.47,1149.46,-348.087,-988.821,1165.92,0,0,0,-455.653,313.868,271.627,-432.61,292.619,236.314,-396.473,-694.389,965.492,-401.385,-717.923,926.77,-360.623,-707.317,938.427,0.374165,-1.35567,1.71067,0
2338823,-89.9989,90.0011,-14.9951,44.99,4.999,4.99328,-175.001,89.9906,90.0464,14.9629,44.9591,4.94879,4.94182,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,1.7666,-0.777601,0.939267,-6.77314,-0.326705,-2.17908,-0.0968617,-1.57076,2.86502,-0.820933,-4.91892,-1.25031,-0.884311,0.25017,0.17185,-0.728879,1.36525,1.80141,0.0941495,-2.31182,0.109226,-0.668743,1.37424,-1.99712,0.0582292,-2.35438,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.186334,-0.526435,0.582705,-0.265155,-1.26135,1.35234,0,0,0,0,0,0,0,0,0,0,0,0,-0.270139,-0.98818,1.52876,66.1254,-540.433,1432.86,61.7132,-574.292,1477.09,32.6144,-543.002,1383.02,308.132,-771.74,1401.49,291.695,-777.214,1436.13,303.49,-793.636,1351.09,-45.3566,-394.804,634.074,9.387,-369.405,657.687,31.7998,-427.584,675.587,-57.5509,-391.473,666.213,285.246,-726.035,641.388,345.967,-724.384,622.316,337.366,-779.075,587.453,346.833,-799.095,616.63,-359.847,-1018.22,1126.09,-390.641,-1001.16,1148.62,-348.022,-989.588,1165.03,0,0,0,-455.472,313.761,271.614,-432.362,292.503,236.358,-396.407,-694.715,965.103,-401.392,-718.415,926.201,-360.71,-707.846,937.901,0.374168,-1.35566,1.71067,0
2338824,-89.9989,90.0011,-14.9951,44.9899,4.999,4.99328,-175.001,89.9906,90.0465,14.9628,44.9591,4.94879,4.94182,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,1.59417,-1.13104,0.809006,-7.01559,-0.296596,-2.27361,-0.0941396,-1.75862,3.0876,-0.888564,-4.74374,-1.27834,-0.858061,0.247927,0.171844,-0.729395,1.36541,1.80124,0.0959453,-2.31556,0.109468,-0.66915,1.37429,-1.9976,0.0596366,-2.35486,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.184717,-0.525076,0.580395,-0.26597,-1.26117,1.35245,0,0,0,0,0,0,0,0,0,0,0,0,-0.270817,-0.98773,1.52815,66.382,-540.904,1433.06,61.9155,-574.836,1477.25,32.9474,-543.368,1383.22,307.917,-772.824,1401.74,291.433,-778.281,1436.34,303.224,-794.667,1351.27,-44.067,-394.234,634.509,10.5795,-369.28,658.002,32.828,-427.609,675.846,-56.4712,-391.185,666.419,285.832,-726.394,641.587,346.624,-724.871,622.604,337.893,-779.628,587.634,347.269,-799.551,616.876,-360.257,-1018.75,1125.26,-390.878,-1001.67,1148.03,-348.187,-990.203,1164.26,0,0,0,-455.095,313.548,271.314,-432.111,292.295,236.108,-397.06,-694.926,965.293,-401.912,-718.312,926.303,-361.163,-707.839,937.922,0.374152,-1.35567,1.71068,0
2338825,-89.9989,90.001,-14.9951,44.9898,4.999,4.99322,-175.001,89.9906,90.0466,14.9628,44.9591,4.94873,4.94182,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,1.18479,-1.48143,0.542954,-7.05856,-0.286236,-2.28948,-0.126533,-1.98301,3.26025,-0.982614,-4.70522,-1.23877,-0.823955,0.220145,0.170602,-0.731835,1.36579,1.80051,0.0893577,-2.31049,0.109374,-0.669751,1.37454,-1.99717,0.0597239,-2.35867,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.183053,-0.524071,0.578296,-0.266759,-1.26101,1.35255,0,0,0,0,0,0,0,0,0,0,0,0,-0.271492,-0.987274,1.52755,66.7352,-541.351,1433.25,62.1086,-575.268,1477.45,33.2844,-543.721,1383.4,307.501,-773.942,1401.68,291.199,-779.296,1436.55,302.978,-795.658,1351.47,-42.9686,-394.35,634.515,11.9051,-369.233,658.234,33.9884,-427.612,676.053,-55.3354,-390.733,666.674,286.438,-726.734,641.888,347.249,-725.34,622.922,338.371,-779.881,587.979,347.731,-800.029,617.12,-360.582,-1019.35,1124.06,-390.992,-1002.23,1147.02,-348.207,-990.988,1162.96,0,0,0,-455.251,314.2,271.851,-432.692,292.586,236.349,-396.783,-694.901,964.737,-402.47,-718.432,925.892,-361.6,-708.118,937.22,0.37417,-1.35566,1.71068,0
2338826,-89.999,90.001,-14.9952,44.9898,4.999,4.99317,-175.001,89.9905,90.0466,14.9627,44.9591,4.94873,4.94176,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.917406,-1.47408,0.375982,-7.01391,-0.285423,-2.27031,-0.109575,-2.14208,3.34273,-1.13084,-4.77254,-1.28685,-0.852839,0.227428,0.171034,-0.731674,1.36585,1.80113,0.094806,-2.31716,0.109526,-0.670244,1.37461,-1.99752,0.0609314,-2.36021,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.18144,-0.523511,0.57633,-0.267523,-1.26089,1.35262,0,0,0,0,0,0,0,0,0,0,0,0,-0.272161,-0.986812,1.52696,67.0834,-541.807,1433.44,62.3687,-575.804,1477.65,33.6788,-544.049,1383.57,307.37,-774.968,1402.14,290.969,-780.301,1436.77,302.753,-796.688,1351.67,-41.6736,-393.826,634.861,13.2754,-369.127,658.472,35.0157,-427.654,676.219,-53.9321,-390.478,666.904,287.071,-727.089,642.177,347.883,-725.833,623.27,338.918,-780.419,588.209,348.222,-800.37,617.428,-360.921,-1020.48,1122.48,-391.049,-1002.98,1145.81,-348.137,-991.975,1161.49,0,0,0,-455.625,314.774,272.686,-433.285,293.086,237.025,-397.361,-695.232,964.295,-403.076,-718.707,925.392,-362.057,-708.518,936.451,0.374157,-1.35567,1.71068,0
2338827,-89.999,90.001,-14.9952,44.9898,4.999,4.99317,-175.001,89.9905,90.0466,14.9627,44.9591,4.94873,4.94176,4.93648,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.917406,-1.47408,0.375982,-7.01391,-0.285423,-2.27031,-0.109575,-2.14208,3.34273,-1.13084,-4.77254,-1.28685,-0.852839,0.227428,0.170914,-0.732392,1.366,1.80173,0.0950787,-2.32,0.10959,-0.670725,1.37473,-1.99746,0.0630328,-2.36439,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.17984,-0.52295,0.574375,-0.268267,-1.26078,1.35267,0,0,0,0,0,0,0,0,0,0,0,0,-0.272826,-0.986345,1.52637,67.5225,-542.266,1433.67,62.6107,-576.242,1477.74,34.1373,-544.348,1383.74,307.17,-775.998,1402.39,290.756,-781.255,1437.01,302.555,-797.685,1351.91,-40.6089,-393.735,634.937,14.488,-369.047,658.69,36.1548,-427.646,676.391,-52.6319,-390.432,667.07,287.693,-727.48,642.448,348.529,-726.427,623.618,339.413,-780.586,588.604,348.557,-801.125,617.694,-361.166,-1020.98,1121.63,-391.361,-1003.83,1144.95,-348.484,-992.795,1160.62,0,0,0,-456.276,314.844,273.188,-434.008,293.026,237.569,-397.991,-695.693,964.127,-403.735,-719.053,925.186,-362.753,-708.852,936.274,0.374165,-1.35566,1.71068,0
2338828,-89.999,90.001,-14.9952,44.9898,4.999,4.99317,-175.001,89.9904,90.0467,14.9627,44.9591,4.94873,4.94165,4.93642,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.683347,-1.31969,0.299294,-6.88648,-0.293389,-2.25359,-0.108614,-2.32108,3.33735,-1.16429,-4.8756,-1.29503,-0.885372,0.207044,0.170581,-0.733429,1.3662,1.8023,0.0946766,-2.32161,0.109522,-0.67131,1.37494,-1.99733,0.0638007,-2.36826,-0.418521,-0.331674,0.714355,-0.0356307,0.799753,-0.59927,-0.178252,-0.522384,0.572431,-0.268991,-1.2607,1.3527,0,0,0,0,0,0,0,0,0,0,0,0,-0.273485,-0.985873,1.52578,67.9181,-542.713,1433.91,62.8789,-576.632,1477.93,34.5297,-544.657,1383.94,306.917,-777.068,1402.65,290.537,-782.23,1437.26,302.353,-798.702,1352.18,-39.3013,-393.49,635.093,16.0055,-368.924,658.995,37.4109,-427.657,676.694,-51.3094,-390.205,667.249,288.241,-727.89,642.748,349.085,-726.968,623.98,339.899,-781.477,588.789,349.019,-801.714,617.931,-361.448,-1021.85,1120.68,-391.857,-1004.92,1143.91,-349.087,-993.737,1159.88,0,0,0,-456.548,314.746,272.878,-434.274,292.88,237.809,-398.705,-696.397,963.717,-404.346,-719.574,924.806,-363.488,-709.257,936.107,0.374168,-1.35567,1.71068,0
2338829,-89.9991,90.001,-14.9952,44.9898,4.999,4.99317,-175.001,89.9903,90.0467,14.9627,44.959,4.94873,4.94165,4.93642,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.545991,-1.30179,0.211508,-6.73856,-0.332307,-2.22298,-0.110152,-2.4254,3.49636,-1.28124,-4.88025,-1.29051,-0.896559,0.206904,0.170724,-0.733859,1.3665,1.80115,0.0980008,-2.32314,0.109805,-0.671692,1.37512,-1.99696,0.0652674,-2.36941,-0.413117,-0.334138,0.710709,-0.0412299,0.803722,-0.593575,-0.176675,-0.521815,0.570497,-0.269694,-1.26065,1.3527,0,0,0,0,0,0,0,0,0,0,0,0,-0.274137,-0.985395,1.52521,68.2545,-543.11,1434.13,63.1245,-577.033,1478.09,34.9543,-544.971,1384.14,306.719,-778.05,1402.98,290.269,-783.332,1437.49,302.076,-799.638,1352.43,-37.7241,-393.325,635.326,17.2704,-368.856,659.232,38.5719,-427.626,676.928,-49.9857,-389.925,667.473,288.749,-728.397,643.041,349.631,-727.558,624.31,340.3,-781.992,589.102,349.336,-802.217,618.263,-361.728,-1022.84,1119.57,-392.338,-1006.06,1142.69,-349.678,-994.743,1158.87,0,0,0,-457.658,314.322,273.582,-434.753,292.665,238.032,-399.462,-697.179,963.069,-404.75,-720.354,924.108,-363.98,-709.891,935.655,0.374176,-1.35567,1.71067,0
