frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RFHD_x,human_RFHD_y,human_RFHD_z,human_LFHD_x,human_LFHD_y,human_LFHD_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,head_x,head_y,head_z,target_x,target_y,target_z,state_idx
880302,-90.0019,90.0019,-14.9968,44.9964,4.99977,4.99453,-175,92.9375,89.9702,14.8703,45.0393,5.03393,5.03429,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.66189,1.30991,-0.701509,-5.38139,-0.299084,-1.96967,0.452164,0.19592,4.93619,-0.0426463,-5.19592,-0.721348,-1.40159,-0.0469962,0.00599295,-0.234097,1.33573,1.88796,-0.0856925,-1.50001,-0.0825734,-0.233801,1.33785,-1.99398,-0.0990441,-1.59783,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.951,-162.267,1385.95,-181.733,-183.489,1434.38,-224.58,-194.974,1340.76,127.307,-158.369,1371.61,116.485,-167.813,1407.4,144.575,-184.527,1326.95,-384.546,-237.193,592.361,-362.612,-179.215,607.183,-303.239,-209.12,628.231,-376.738,-183.118,643.48,151.938,-269.884,618.853,197.548,-228.493,597.225,229.93,-279.168,571.359,215.815,-231.55,630.749,-878.629,-652.829,1236.25,-856.479,-651.934,1278.13,-898.172,-654.509,1282.13,-843.536,928.714,1287.01,-846.03,929.955,1245.63,0,0,0,-873.897,-293.548,1289.48,-896.329,-291.988,1251.86,-849.561,-294.085,1249.25,0,0,0,0.237946,-1.41406,1.71001,0
880303,-90.0019,90.0019,-14.9968,44.9964,4.99977,4.99453,-175,92.9375,89.9703,14.8703,45.0391,5.03393,5.03418,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.68336,1.31552,-0.719165,-5.36389,-0.330413,-1.96386,0.445153,0.180178,4.87567,-0.0428487,-5.17524,-0.747692,-1.37799,-0.0599631,0.00602148,-0.234092,1.33572,1.88795,-0.0856615,-1.49997,-0.0825422,-0.233749,1.33784,-1.99402,-0.0990535,-1.59753,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.939,-162.246,1385.95,-181.708,-183.473,1434.39,-224.557,-194.946,1340.77,127.333,-158.353,1371.6,116.509,-167.802,1407.4,144.6,-184.502,1326.94,-384.556,-236.959,591.911,-362.612,-179.204,607.176,-303.237,-209.097,628.246,-376.909,-182.824,643.402,152.414,-269.765,618.991,197.551,-228.482,597.227,229.921,-279.19,571.321,215.807,-231.553,630.751,-878.356,-653.067,1235.88,-856.473,-652.006,1278.17,-898.171,-654.508,1282.13,-844.135,928.513,1286.91,-844.861,928.53,1245.93,0,0,0,-873.883,-293.533,1289.45,-896.347,-291.983,1251.87,-849.558,-294.135,1249.27,0,0,0,0.23809,-1.41413,1.71002,0
880304,-90.0026,90.0019,-14.9966,44.9963,4.99977,4.99442,-175,92.9375,89.9706,14.8703,45.0387,5.03387,5.03413,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.66435,1.32608,-0.700653,-5.36105,-0.325517,-1.95747,0.448107,0.177858,4.87968,-0.0149172,-5.21772,-0.739857,-1.39239,-0.0464683,0.00601058,-0.234017,1.33571,1.88793,-0.0854995,-1.50031,-0.0825103,-0.233594,1.3378,-1.99413,-0.0987922,-1.59726,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.922,-162.201,1385.95,-181.681,-183.486,1434.39,-224.535,-194.939,1340.77,127.351,-158.347,1371.6,116.527,-167.798,1407.39,144.605,-184.497,1326.94,-384.588,-236.953,591.917,-362.644,-179.21,607.209,-303.274,-209.1,628.256,-376.941,-182.797,643.42,151.937,-269.863,618.87,197.549,-228.485,597.214,229.91,-279.153,571.326,215.794,-231.548,630.713,-878.346,-653.08,1235.87,-856.485,-651.974,1278.14,-898.172,-654.506,1282.13,-844.088,928.507,1286.98,-845.973,929.881,1245.6,0,0,0,-873.885,-293.521,1289.43,-896.312,-291.986,1251.84,-849.482,-294.232,1249.26,0,0,0,0.23794,-1.41404,1.71001,0
880305,-90.0026,90.0019,-14.9966,44.9963,4.99977,4.99442,-175,92.9375,89.9706,14.8703,45.0387,5.03387,5.03413,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.66435,1.32608,-0.700653,-5.36105,-0.325517,-1.95747,0.448107,0.177858,4.87968,-0.0149172,-5.21772,-0.739857,-1.39239,-0.0464683,0.00609718,-0.234128,1.33573,1.88782,-0.0859056,-1.49927,-0.0824833,-0.233516,1.33782,-1.99402,-0.099015,-1.59715,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.91,-162.171,1385.94,-181.679,-183.447,1434.37,-224.512,-194.948,1340.78,127.362,-158.326,1371.58,116.554,-167.771,1407.37,144.632,-184.456,1326.95,-384.602,-237.192,592.424,-362.64,-179.213,607.195,-303.29,-209.103,628.267,-376.925,-182.829,643.396,151.946,-269.846,618.818,197.505,-228.476,597.201,229.886,-279.104,571.306,215.799,-231.515,630.726,-879.137,-652.7,1236.63,-856.485,-651.989,1278.15,-898.198,-654.481,1282.13,-843.531,928.769,1286.9,-846.022,929.936,1245.58,0,0,0,-873.882,-293.541,1289.45,-896.331,-291.972,1251.86,-849.537,-294.132,1249.24,0,0,0,0.237957,-1.41406,1.71001,0
880306,-90.0038,90.0019,-14.9966,44.9963,4.99977,4.9942,-175,92.9376,89.9707,14.8703,45.0387,5.03387,5.03402,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.62975,1.29703,-0.687847,-5.35127,-0.289199,-1.96022,0.45484,0.156311,4.82468,-0.0187222,-5.24252,-0.727782,-1.39547,-0.0498337,0.00612407,-0.234165,1.33575,1.88775,-0.0861391,-1.49915,-0.0824867,-0.2335,1.33776,-1.99448,-0.0989206,-1.59725,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.881,-162.143,1385.95,-181.623,-183.454,1434.38,-224.51,-194.916,1340.79,127.381,-158.315,1371.58,116.576,-167.743,1407.36,144.659,-184.468,1326.93,-384.618,-237.228,592.412,-362.651,-179.245,607.211,-303.312,-209.139,628.26,-376.952,-182.835,643.429,151.935,-269.854,618.794,197.525,-228.475,597.165,229.905,-279.138,571.29,215.818,-231.522,630.725,-878.365,-653.075,1235.87,-856.47,-651.977,1278.14,-898.182,-654.49,1282.13,-844.174,928.512,1286.94,-846.015,929.934,1245.62,0,0,0,-873.885,-293.52,1289.45,-896.482,-292.161,1252.23,-849.565,-294.024,1249.31,0,0,0,0.238001,-1.41402,1.70995,0
880307,-90.0054,90.0019,-14.9966,44.9962,4.99977,4.99404,-175,92.9376,89.9707,14.8703,45.0384,5.03382,5.03374,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.60695,1.30102,-0.704655,-5.35355,-0.312217,-1.96577,0.463703,0.112434,4.79305,-0.0340773,-5.20141,-0.728824,-1.38039,-0.0479701,0.00617168,-0.234139,1.33574,1.88751,-0.0857341,-1.49863,-0.0824499,-0.233418,1.33774,-1.99446,-0.0986351,-1.59709,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.858,-162.115,1385.94,-181.599,-183.449,1434.38,-224.479,-194.892,1340.78,127.403,-158.285,1371.56,116.613,-167.742,1407.35,144.686,-184.442,1326.9,-384.64,-237.248,592.412,-362.681,-179.244,607.243,-303.32,-209.141,628.284,-376.745,-183.213,643.551,151.923,-269.816,618.792,197.529,-228.458,597.158,229.897,-279.112,571.264,215.822,-231.506,630.679,-879.1,-652.707,1236.67,-856.469,-652.009,1278.18,-898.192,-654.477,1282.11,-843.525,928.72,1286.95,-844.847,928.526,1245.9,0,0,0,-873.887,-293.511,1289.45,-896.315,-291.962,1251.86,-849.505,-294.235,1249.27,0,0,0,0.237993,-1.41404,1.70995,0
880308,-90.0296,90.0019,-14.9966,44.9962,4.99977,4.99371,-175,92.9376,89.9707,14.8703,45.0384,5.03376,5.03369,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.22976,1.24859,-0.563442,-5.43307,-0.289555,-1.96328,0.462057,0.109844,4.71069,-0.0466387,-5.23277,-0.732405,-1.37433,-0.0550575,0.00616402,-0.234029,1.33569,1.88771,-0.0858028,-1.49943,-0.0824575,-0.233453,1.33778,-1.9943,-0.0987952,-1.59756,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.84,-162.097,1385.95,-181.602,-183.426,1434.38,-224.475,-194.897,1340.78,127.447,-158.266,1371.54,116.641,-167.717,1407.33,144.715,-184.426,1326.89,-384.646,-237.301,592.43,-362.687,-179.29,607.245,-303.315,-209.185,628.262,-376.967,-182.902,643.461,151.89,-269.791,618.763,197.5,-228.44,597.13,229.889,-279.075,571.234,215.804,-231.483,630.685,-879.117,-652.699,1236.66,-856.464,-652.029,1278.17,-898.19,-654.477,1282.11,-843.594,928.674,1286.92,-846.047,929.949,1245.57,0,0,0,-873.891,-293.515,1289.44,-896.336,-291.981,1251.86,-849.507,-294.083,1249.28,0,0,0,0.237943,-1.41404,1.71,0
880309,-90.047,90.0021,-14.9965,44.9961,4.99977,4.99344,-175,92.9376,89.9707,14.8704,45.0383,5.03376,5.03353,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.00153,1.2275,-0.473032,-5.45958,-0.322912,-1.99694,0.461579,0.0694147,4.76332,-0.00220997,-5.22525,-0.722059,-1.40444,-0.0434965,0.00617016,-0.234018,1.33578,1.88697,-0.085965,-1.49927,-0.0823843,-0.233268,1.33772,-1.99465,-0.0986758,-1.59637,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.833,-162.066,1385.95,-181.553,-183.388,1434.37,-224.446,-194.896,1340.78,127.473,-158.252,1371.52,116.697,-167.693,1407.31,144.712,-184.431,1326.86,-384.659,-237.34,592.456,-362.739,-179.321,607.27,-303.345,-209.224,628.258,-376.983,-182.953,643.465,151.866,-269.755,618.73,197.497,-228.408,597.148,229.876,-279.031,571.218,215.795,-231.435,630.671,-878.623,-652.849,1236.21,-856.494,-651.908,1278.12,-898.192,-654.474,1282.12,-844.175,928.559,1286.9,-844.85,928.533,1245.91,0,0,0,-873.898,-293.502,1289.45,-896.332,-291.969,1251.87,-849.482,-294.174,1249.26,0,0,0,0.237958,-1.41406,1.71001,0
880310,-90.0606,90.0026,-14.9964,44.996,4.99977,4.99339,-175,92.9376,89.9707,14.8704,45.0379,5.03371,5.03342,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-1.92489,1.2135,-0.431545,-5.48382,-0.294327,-1.97738,0.465845,0.0974111,4.65642,-0.0229303,-5.25853,-0.730153,-1.40345,-0.0557526,0.00622613,-0.234014,1.33573,1.88709,-0.0858754,-1.49902,-0.0823407,-0.233237,1.33771,-1.99451,-0.0980003,-1.59641,-0.852536,0.136477,1.2533,0.0124619,0.999907,-0.00557513,0,0,0,0,0,0,0,0,0,0,0,0,-201.795,-162.065,1385.96,-181.535,-183.382,1434.35,-224.406,-194.88,1340.76,127.506,-158.236,1371.49,116.728,-167.688,1407.28,144.759,-184.416,1326.83,-384.668,-237.401,592.464,-362.727,-179.39,607.251,-303.437,-209.358,628.196,-376.99,-182.999,643.485,151.863,-269.696,618.728,197.47,-228.349,597.105,229.839,-278.969,571.173,215.774,-231.34,630.668,-878.417,-653.07,1235.85,-856.475,-651.977,1278.16,-898.185,-654.479,1282.12,-843.529,928.738,1286.94,-845.992,929.902,1245.63,0,0,0,-873.887,-293.541,1289.48,-896.306,-291.972,1251.85,-849.457,-294.222,1249.26,0,0,0,0.237995,-1.41403,1.70996,0
880311,-90.0606,90.0026,-14.9964,44.996,4.99977,4.99339,-175,92.9376,89.9707,14.8704,45.0379,5.03371,5.03342,4.91615,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-1.92489,1.2135,-0.431545,-5.48382,-0.294327,-1.97738,0.465845,0.0974111,4.65642,-0.0229303,-5.25853,-0.730153,-1.40345,-0.0557526,0.00627286,-0.234043,1.33576,1.88674,-0.0860495,-1.49836,-0.0822892,-0.233176,1.33768,-1.99469,-0.097908,-1.59591,-0.852544,0.136484,1.2533,0.012441,0.999907,-0.00557083,0,0,0,0,0,0,0,0,0,0,0,0,-201.77,-162.05,1385.96,-181.494,-183.341,1434.33,-224.369,-194.847,1340.76,127.52,-158.21,1371.47,116.764,-167.658,1407.25,144.772,-184.398,1326.81,-384.669,-237.494,592.474,-362.767,-179.432,607.311,-303.412,-209.433,628.195,-377.011,-183.024,643.481,151.823,-269.619,618.664,197.447,-228.237,597.069,229.824,-278.833,571.127,215.813,-231.22,630.707,-878.696,-652.821,1236.18,-856.463,-652.013,1278.16,-898.184,-654.475,1282.11,-844.168,928.514,1286.89,-844.874,928.539,1245.91,0,0,0,-873.891,-293.524,1289.45,-896.329,-291.979,1251.86,-849.52,-294.162,1249.31,0,0,0,0.238025,-1.41415,1.71008,0
