frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,dq_cur_left_0,dq_cur_left_1,dq_cur_left_2,dq_cur_left_3,dq_cur_left_4,dq_cur_left_5,dq_cur_left_6,dq_cur_right_0,dq_cur_right_1,dq_cur_right_2,dq_cur_right_3,dq_cur_right_4,dq_cur_right_5,dq_cur_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RHIP_x,human_RHIP_y,human_RHIP_z,human_LHIP_x,human_LHIP_y,human_LHIP_z,human_CLAV_x,human_CLAV_y,human_CLAV_z,human_STRN_x,human_STRN_y,human_STRN_z,human_HEAD_x,human_HEAD_y,human_HEAD_z,left_fplate_x,left_fplate_y,left_fplate_z,right_fplate_x,right_fplate_y,right_fplate_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,target_x,target_y,target_z,state_idx,sub_action_idx
2925201,-89.9924,89.9982,-14.9944,44.9906,5.00281,4.99121,-175.001,89.9963,90.0089,15.0021,44.9994,4.99932,4.99272,4.99294,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-0.00030338,0,-0.000303839,-0.00030338,0,0,0,0,-0.00060676,0,-0.000454731,0.000607218,0,0,4.00091,-2.12406,1.68991,-7.12137,-0.747157,-2.69244,0.240568,-5.2423,4.72234,-2.32979,-5.52789,-1.1112,-1.35772,-0.615065,0.0288784,-0.535725,1.56469,1.77035,0.224035,-1.57776,-0.0584162,-0.534326,1.57608,-2.00842,0.202033,-1.6228,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00622953,-0.930351,1.0291,-0.0144921,-0.896124,0.888151,0,0,0,0,0,0,0,0,0,0,0,0,0.00228691,-1.11748,1.61557,-17.785,-9.65023,-419.265,26.9318,-0.539515,-428.99,-176.284,-478.245,1643.82,-199.832,-495.733,1590.95,-157.014,-512.387,1683.03,159.488,-481.161,1604.45,151.98,-500.944,1637.16,169.168,-493.792,1551.95,-284.877,-321.854,901.303,-356.458,-305.518,921.55,-362.976,-344.499,858.1,-343.042,-293.314,883.609,87.6793,-359.853,856.371,123.715,-315.54,846.896,160.834,-357.389,799.48,182.918,-369.308,826.749,-799.812,-705.945,1276.42,-764.703,-704.62,1244.51,-751.066,-707.012,1284.72,0,0,0,-757.934,876.847,1250.06,-768.995,878.147,1297.88,-793.879,-347.044,1253.15,-747.719,-347.382,1262.42,-778.957,-346.212,1294.12,0.364017,-1.32898,1.7066,0,0
2925202,-89.9924,89.9982,-14.9944,44.9906,5.00281,4.99121,-175.001,89.9963,90.0089,15.0021,44.9994,4.99932,4.99272,4.99294,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-0.00030338,0,-0.000303839,-0.00030338,0,0,0,0,-0.00060676,0,-0.000454731,0.000607218,0,0,4.00091,-2.12406,1.68991,-7.12137,-0.747157,-2.69244,0.240568,-5.2423,4.72234,-2.32979,-5.52789,-1.1112,-1.35772,-0.615065,0.0288784,-0.535725,1.56469,1.77035,0.224035,-1.57776,-0.0584162,-0.534326,1.57608,-2.00842,0.202033,-1.6228,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00622953,-0.930351,1.0291,-0.0144921,-0.896124,0.888151,0,0,0,0,0,0,0,0,0,0,0,0,0.00228691,-1.11748,1.61557,-17.785,-9.65023,-419.265,26.9318,-0.539515,-428.99,-176.284,-478.245,1643.82,-199.832,-495.733,1590.95,-157.014,-512.387,1683.03,159.488,-481.161,1604.45,151.98,-500.944,1637.16,169.168,-493.792,1551.95,-284.877,-321.854,901.303,-356.458,-305.518,921.55,-362.976,-344.499,858.1,-343.042,-293.314,883.609,87.6793,-359.853,856.371,123.715,-315.54,846.896,160.834,-357.389,799.48,182.918,-369.308,826.749,-799.812,-705.945,1276.42,-764.703,-704.62,1244.51,-751.066,-707.012,1284.72,0,0,0,-757.934,876.847,1250.06,-768.995,878.147,1297.88,-793.879,-347.044,1253.15,-747.719,-347.382,1262.42,-778.957,-346.212,1294.12,0.364017,-1.32898,1.7066,0,0
2925203,-89.9924,89.9982,-14.9944,44.9906,5.00281,4.99121,-175.001,89.9959,90.0096,15.002,44.999,4.99932,4.99261,4.99294,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-0.000303383,0,-0.000303839,-0.000303151,0,0,0,-0.00394692,0.0060676,-0.000759605,-0.00394688,0,-0.00106103,0,4.0445,-2.12307,1.69795,-7.12562,-0.760053,-2.68434,0.220508,-5.19112,4.84477,-2.34931,-5.46896,-1.12262,-1.32977,-0.605504,0.0286684,-0.535523,1.56474,1.77034,0.224436,-1.57916,-0.0588886,-0.53513,1.57578,-2.0097,0.203022,-1.62677,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00668608,-0.930784,1.02897,-0.0135337,-0.896179,0.887878,0,0,0,0,0,0,0,0,0,0,0,0,0.00254712,-1.11752,1.6155,-19.3018,-10.3121,-421.386,25.88,-0.861651,-428.817,-176.464,-478.233,1643.81,-199.965,-495.731,1590.94,-157.212,-512.428,1683,159.357,-481.146,1604.54,151.83,-500.939,1637.23,169.032,-493.753,1552.02,-284.83,-321.67,901.297,-356.407,-305.363,921.509,-362.911,-344.328,858.076,-342.998,-293.161,883.578,87.7239,-359.664,856.461,123.77,-315.355,847,160.916,-357.199,799.605,183.003,-369.11,826.89,-799.823,-705.924,1276.42,-764.676,-704.576,1244.53,-751.078,-706.997,1284.71,0,0,0,-757.913,876.86,1250.08,-769.007,878.171,1297.91,-793.891,-347.028,1253.12,-747.761,-347.424,1262.37,-778.954,-346.194,1294.11,0.363857,-1.32929,1.70657,0,0
2925204,-89.9924,89.9982,-14.9942,44.9904,5.00281,4.9911,-175.001,89.9959,90.0098,15.002,44.999,4.99932,4.99245,4.99294,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,0.000303151,0.00212366,-0.00181892,0,-0.00106183,0,-0.00394991,0.00849472,-0.000757877,-0.00394692,0,-0.00273042,0,4.13424,-2.21009,1.72743,-7.17398,-0.744308,-2.70828,0.235212,-5.23405,4.9539,-2.35413,-5.47273,-1.10034,-1.34805,-0.616401,0.028377,-0.535396,1.56487,1.77055,0.225417,-1.5791,-0.0588299,-0.534334,1.57625,-2.00672,0.202276,-1.62222,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00770948,-0.931687,1.02867,-0.0115193,-0.896287,0.887309,0,0,0,0,0,0,0,0,0,0,0,0,0.00305993,-1.11761,1.61536,-18.1058,-10.3308,-422.269,27.5276,-0.837357,-429.456,-176.664,-478.25,1643.82,-199.982,-496.151,1590.9,-157.411,-512.431,1683.02,159.188,-481.123,1604.64,151.678,-500.923,1637.31,168.879,-493.738,1552.13,-284.614,-321.079,901.511,-356.367,-305.195,921.525,-362.888,-344.142,858.075,-343.076,-292.95,883.627,87.7716,-359.474,856.565,123.827,-315.139,847.148,160.957,-356.966,799.721,183.078,-368.869,827.058,-799.826,-705.91,1276.43,-764.663,-704.567,1244.53,-751.078,-707.001,1284.74,0,0,0,-757.933,876.866,1250.05,-768.965,878.165,1297.89,-793.894,-346.991,1253.15,-747.744,-347.447,1262.36,-778.964,-346.156,1294.1,0.364027,-1.32897,1.70657,0,0
2925205,-89.9924,89.9982,-14.9941,44.9904,5.00281,4.99099,-175.001,89.9959,90.0099,15.002,44.999,4.99932,4.99234,4.99294,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,0,0.00242523,-0.00242704,0,-0.00212366,0,-0.00394991,0.0087981,-0.000455074,-0.00394692,0,-0.00378938,0,4.19019,-2.18414,1.74543,-7.20521,-0.753692,-2.7049,0.220697,-5.24586,4.97121,-2.37828,-5.42899,-1.10995,-1.29645,-0.61002,0.0282143,-0.535257,1.56493,1.77088,0.225807,-1.57958,-0.0589018,-0.534276,1.57623,-2.0069,0.201725,-1.61976,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00827883,-0.932155,1.02849,-0.010466,-0.89634,0.887014,0,0,0,0,0,0,0,0,0,0,0,0,0.00331246,-1.11765,1.61529,-17.948,-10.9619,-423.043,27.9877,-0.0275993,-427.359,-176.853,-478.258,1643.84,-200.155,-496.15,1590.89,-157.486,-512.308,1683.1,159.042,-481.108,1604.76,151.509,-500.93,1637.42,168.738,-493.703,1552.27,-284.762,-321.308,901.345,-356.341,-305.029,921.544,-362.887,-343.968,858.096,-343.001,-292.768,883.636,87.8239,-359.293,856.699,123.876,-314.937,847.285,161.037,-356.739,799.858,183.135,-368.675,827.214,-799.83,-705.899,1276.43,-764.686,-704.599,1244.53,-751.107,-706.986,1284.74,0,0,0,-757.943,876.887,1250.07,-768.967,878.187,1297.89,-793.908,-346.999,1253.11,-747.768,-347.407,1262.39,-778.979,-346.176,1294.11,0.36388,-1.32931,1.70654,0,0
2925206,-89.9924,89.9982,-14.9941,44.9903,5.00281,4.99088,-175.001,89.9959,90.0099,15.002,44.999,4.99937,4.99217,4.993,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.00030338,0.000303151,0.00242521,-0.00257873,0,-0.00318549,0,-0.00394692,0.00910139,-0.000757877,-0.00394987,0.000607678,-0.00546089,0.000605844,4.20773,-2.19856,1.77821,-7.17929,-0.746763,-2.70242,0.238135,-5.24416,4.95796,-2.34641,-5.37396,-1.12905,-1.31764,-0.617755,0.028047,-0.53517,1.56499,1.77122,0.226415,-1.57998,-0.0591173,-0.534277,1.57627,-2.00658,0.203149,-1.62204,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00888732,-0.932631,1.02829,-0.00938183,-0.896392,0.886714,0,0,0,0,0,0,0,0,0,0,0,0,0.00356201,-1.1177,1.61522,-19.013,-10.9702,-423.193,26.6646,-0.790208,-425.704,-176.976,-478.312,1643.86,-200.273,-496.182,1590.93,-157.751,-512.441,1682.97,158.887,-481.094,1604.89,151.332,-500.936,1637.54,168.599,-493.679,1552.37,-284.736,-321.117,901.411,-356.303,-304.866,921.573,-362.884,-343.804,858.122,-343.038,-292.542,883.699,87.8537,-359.05,856.834,123.909,-314.705,847.468,161.069,-356.483,800.031,183.17,-368.445,827.368,-799.864,-705.905,1276.43,-764.707,-704.571,1244.52,-751.134,-706.992,1284.73,0,0,0,-757.936,876.867,1250.11,-768.976,878.17,1297.89,-793.918,-347,1253.12,-747.752,-347.504,1262.4,-778.978,-346.196,1294.1,0.363872,-1.3293,1.70654,0,0
2925207,-89.9924,89.9982,-14.9941,44.9903,5.00281,4.99088,-175.001,89.9959,90.0099,15.002,44.999,4.99937,4.99217,4.993,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.00030338,0.000303151,0.00242521,-0.00257873,0,-0.00318549,0,-0.00394692,0.00910139,-0.000757877,-0.00394987,0.000607678,-0.00546089,0.000605844,4.20773,-2.19856,1.77821,-7.17929,-0.746763,-2.70242,0.238135,-5.24416,4.95796,-2.34641,-5.37396,-1.12905,-1.31764,-0.617755,0.028047,-0.53517,1.56499,1.77122,0.226415,-1.57998,-0.0591173,-0.534277,1.57627,-2.00658,0.203149,-1.62204,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00888732,-0.932631,1.02829,-0.00938183,-0.896392,0.886714,0,0,0,0,0,0,0,0,0,0,0,0,0.00356201,-1.1177,1.61522,-19.013,-10.9702,-423.193,26.6646,-0.790208,-425.704,-177.157,-478.357,1643.91,-200.432,-496.171,1590.95,-157.898,-512.5,1683.03,158.722,-481.08,1605.02,151.152,-500.964,1637.67,168.441,-493.655,1552.52,-284.739,-320.921,901.472,-356.303,-304.666,921.622,-362.941,-343.687,858.233,-342.875,-292.393,883.726,87.5298,-358.543,857.324,123.968,-314.458,847.643,161.12,-356.217,800.2,183.015,-368.212,827.398,-799.886,-705.904,1276.42,-764.736,-704.622,1244.54,-751.147,-707.01,1284.72,0,0,0,-757.919,876.815,1250.09,-768.94,878.129,1297.88,-793.936,-347.013,1253.15,-747.795,-347.459,1262.39,-779.009,-346.174,1294.11,0.363872,-1.3293,1.70654,0,0
2925208,-89.9924,89.9982,-14.9941,44.9903,5.00281,4.99077,-175.001,89.9959,90.0099,15.002,44.999,4.99942,4.9913,4.993,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.00060676,0,0.00272836,-0.0025807,0,-0.00439569,0,-0.00394991,0.00910139,-0.00106183,-0.00425374,0.00106183,-0.0141285,0.00060585,4.23868,-2.1675,1.76921,-7.1389,-0.753251,-2.70787,0.242519,-5.22642,4.81636,-2.38244,-5.44376,-1.12073,-1.3213,-0.61453,0.027885,-0.535051,1.56507,1.7715,0.22686,-1.58007,-0.0592384,-0.534238,1.57629,-2.00639,0.203882,-1.62112,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.00953555,-0.933115,1.02807,-0.00826802,-0.896444,0.886409,0,0,0,0,0,0,0,0,0,0,0,0,0.00380876,-1.11774,1.61515,-17.3652,-10.6437,-423.003,26.9744,0.770237,-424.97,-177.34,-478.394,1643.96,-200.598,-496.212,1590.99,-158.102,-512.531,1683.08,158.571,-481.108,1605.16,151.005,-500.985,1637.81,168.308,-493.636,1552.65,-284.697,-321.028,901.472,-356.332,-304.446,921.709,-362.989,-343.499,858.281,-342.878,-292.115,883.831,87.5479,-358.265,857.504,123.967,-314.224,847.833,161.156,-355.946,800.378,183.101,-367.937,827.602,-799.897,-705.93,1276.43,-764.766,-704.617,1244.53,-751.156,-707.028,1284.74,0,0,0,-757.906,876.815,1250.09,-768.984,878.135,1297.89,-793.926,-347.041,1253.16,-747.8,-347.438,1262.44,-779.014,-346.216,1294.13,0.363869,-1.3293,1.70656,0,0
2925209,-89.9924,89.9982,-14.9941,44.9903,5.00281,4.9905,-175.001,89.9959,90.0098,15.002,44.9989,4.99942,4.99103,4.993,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.00060676,0,0.00333718,-0.00288644,0,-0.00698301,0,-0.00425374,0.00865941,-0.000454726,-0.0047095,0.00106183,-0.0168503,0.000606307,4.18417,-2.19635,1.77849,-7.13421,-0.746749,-2.68299,0.234836,-5.19291,4.76625,-2.35139,-5.50814,-1.10476,-1.34545,-0.640972,0.0277676,-0.535224,1.56516,1.77166,0.227016,-1.57952,-0.0593981,-0.53426,1.57638,-2.00601,0.204034,-1.62109,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.0102235,-0.933604,1.02782,-0.0071261,-0.896495,0.8861,0,0,0,0,0,0,0,0,0,0,0,0,0.00405237,-1.11778,1.61509,-16.8888,-9.74766,-424.204,26.3811,0.274715,-425.404,-177.504,-478.46,1644.03,-200.746,-496.245,1591.03,-158.262,-512.586,1683.13,158.407,-481.109,1605.31,150.829,-500.991,1637.93,168.171,-493.638,1552.78,-284.545,-320.199,901.831,-356.357,-304.225,921.794,-362.969,-343.243,858.234,-342.884,-291.879,883.924,87.5665,-358.019,857.654,124.003,-313.963,848.019,161.212,-355.661,800.564,183.124,-367.664,827.731,-799.895,-705.948,1276.42,-764.75,-704.638,1244.54,-751.142,-707.064,1284.73,0,0,0,-757.915,876.784,1250.08,-768.973,878.121,1297.91,-793.931,-347.052,1253.15,-747.78,-347.457,1262.46,-778.996,-346.236,1294.13,0.364104,-1.32901,1.70648,0,0
2925210,-89.9924,89.9982,-14.9941,44.9903,5.00281,4.9905,-175.001,89.9959,90.0098,15.002,44.9988,4.99948,4.99076,4.993,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.00060676,0,0.00333718,-0.00288644,0,-0.00698301,0,-0.0042537,0.0085074,-0.000303383,-0.00516526,0.00166859,-0.0195976,0.00060676,4.18417,-2.19635,1.77849,-7.13421,-0.746749,-2.68299,0.234836,-5.15868,4.69715,-2.34688,-5.5193,-1.12032,-1.33212,-0.63506,0.0276213,-0.535162,1.56523,1.77216,0.227527,-1.57946,-0.0595252,-0.534262,1.57644,-2.00582,0.204668,-1.62064,-0.759994,0.084961,1.25856,-0.00462589,0.999982,0.00369901,-0.0109513,-0.934096,1.02756,-0.00595648,-0.896546,0.885787,0,0,0,0,0,0,0,0,0,0,0,0,0.00429339,-1.11782,1.61502,-18.3793,-10.6661,-424.216,26.8496,-0.656605,-425.252,-177.672,-478.517,1644.09,-200.892,-496.298,1591.09,-158.411,-512.665,1683.21,158.246,-481.123,1605.44,150.686,-501.017,1638.05,168.035,-493.636,1552.92,-284.725,-320.387,901.733,-356.393,-304.019,921.926,-362.938,-343.013,858.296,-342.903,-291.662,884.01,87.5662,-357.783,857.845,123.995,-313.672,848.23,161.223,-355.352,800.757,183.127,-367.369,827.907,-799.883,-705.968,1276.43,-764.745,-704.643,1244.53,-751.14,-707.065,1284.73,0,0,0,-757.927,876.796,1250.04,-769.014,878.141,1297.89,-793.922,-347.054,1253.16,-747.776,-347.484,1262.44,-779,-346.233,1294.15,0.36389,-1.3293,1.70654,0,0
