frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RFHD_x,human_RFHD_y,human_RFHD_z,human_LFHD_x,human_LFHD_y,human_LFHD_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,head_x,head_y,head_z,target_x,target_y,target_z,state_idx
2325338,-90.0009,90.0014,-18.7303,44.9954,-0.00128174,4.99791,-174.276,98.4153,89.9714,8.22756,45.0518,-6.09253,5.10865,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-5.09233,3.16268,-0.338993,-4.75066,-0.278416,-1.89097,-0.0457773,-0.661672,2.06511,-0.347959,-6.31775,-0.35676,-1.58084,-0.64848,0.0623406,-0.185571,1.41873,1.93271,-0.111484,-1.42154,-0.0253555,-0.194032,1.41702,-1.90231,-0.118095,-1.50662,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0463219,-0.587435,1.58766,0.127569,-0.590724,1.58947,-155.262,-133.519,1452.46,-137.675,-151.202,1502.71,-170.332,-168.5,1405.92,175.288,-100.217,1458.55,163.605,-110.06,1494.04,196.959,-126.467,1415.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.437,-895.266,1272.13,-861.113,-896.278,1240.27,-868.588,-893.467,1281.59,-839.119,689.501,1238.34,-832.885,687.779,1286.54,-872.983,687.67,1275.67,-830.515,-534.493,1246.53,-843.936,-537.912,1291.9,-872.874,-535.4,1257.72,0.0876858,-0.588832,1.5886,0.307824,-1.36265,1.71273,0
2325339,-90.0009,90.0015,-18.7356,44.9954,-0.00128174,4.99791,-174.276,98.4153,89.9714,8.2187,45.0518,-6.09253,5.10859,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-5.07397,3.18567,-0.254266,-4.72917,-0.277805,-1.92265,-0.0298898,-0.640477,2.00976,-0.341899,-6.29034,-0.382365,-1.5876,-0.643966,0.0622817,-0.18567,1.41878,1.93253,-0.111776,-1.42087,-0.0254206,-0.193953,1.41702,-1.9022,-0.118128,-1.50583,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0462325,-0.587425,1.58766,0.12751,-0.590737,1.58946,-155.378,-133.573,1452.45,-137.785,-151.249,1502.7,-170.414,-168.595,1405.91,175.179,-100.229,1458.55,163.508,-110.067,1494.04,196.859,-126.472,1415.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.438,-895.275,1272.14,-861.1,-896.271,1240.25,-868.598,-893.467,1281.57,-839.088,689.474,1238.33,-832.887,687.778,1286.53,-872.998,687.676,1275.68,-830.51,-534.505,1246.54,-843.941,-537.919,1291.9,-872.87,-535.379,1257.69,0.0876932,-0.588829,1.5886,0.307824,-1.36266,1.71274,0
2325340,-90.0011,90.0015,-18.7422,44.9952,-0.00128174,4.99791,-174.276,98.4154,89.9714,8.21175,45.0508,-6.09253,5.10854,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.92861,3.18486,-0.22154,-4.71727,-0.269871,-1.8764,-0.00431524,-0.612136,2.07612,-0.3262,-6.29247,-0.362446,-1.58115,-0.639387,0.0621565,-0.185672,1.41879,1.93242,-0.111546,-1.42102,-0.0255689,-0.193863,1.41697,-1.90159,-0.116676,-1.50657,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0461872,-0.587442,1.58766,0.127446,-0.590756,1.58946,-155.492,-133.63,1452.44,-137.966,-151.401,1502.59,-170.506,-168.628,1405.91,175.071,-100.245,1458.56,163.407,-110.076,1494.04,196.741,-126.479,1415.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.429,-895.284,1272.14,-861.111,-896.259,1240.25,-868.64,-893.48,1281.65,-839.082,689.482,1238.32,-832.889,687.767,1286.52,-872.984,687.665,1275.67,-830.499,-534.521,1246.55,-843.951,-537.904,1291.9,-872.882,-535.392,1257.68,0.0876995,-0.588826,1.5886,0.307828,-1.36267,1.71274,0
2325341,-90.0112,90.0015,-18.7471,44.9952,-0.00128174,4.99785,-174.276,98.4154,89.9715,8.20475,45.0509,-6.09253,5.10848,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.64047,3.27901,-0.202878,-4.72516,-0.297509,-1.88547,-0.0359548,-0.577225,2.055,-0.299834,-6.32244,-0.372276,-1.61487,-0.656875,0.0621373,-0.185822,1.41885,1.9323,-0.11218,-1.42002,-0.025668,-0.193845,1.41691,-1.90184,-0.116212,-1.50641,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0461286,-0.587461,1.58766,0.12738,-0.590807,1.5895,-155.587,-133.668,1452.45,-138.049,-151.458,1502.57,-170.61,-168.67,1405.9,174.968,-100.252,1458.56,163.314,-110.067,1494.05,196.666,-126.496,1415.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.433,-895.267,1272.13,-861.108,-896.265,1240.25,-868.641,-893.473,1281.65,-839.123,689.49,1238.35,-832.88,687.772,1286.54,-872.966,687.663,1275.66,-830.515,-534.514,1246.52,-843.93,-537.912,1291.88,-872.896,-535.387,1257.72,0.0877043,-0.588824,1.5886,0.307829,-1.36265,1.71274,0
2325342,-90.0303,90.0015,-18.7516,44.9952,-0.00128174,4.9978,-174.276,98.4154,89.9714,8.19597,45.0509,-6.09253,5.10848,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.28831,3.19967,-0.0294244,-4.79048,-0.273218,-1.88185,-0.0241772,-0.548058,1.89713,-0.226024,-6.26843,-0.337228,-1.57392,-0.654707,0.062031,-0.185727,1.41877,1.93276,-0.111983,-1.42065,-0.0257349,-0.193835,1.41693,-1.90181,-0.116601,-1.50605,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0460749,-0.587479,1.58765,0.127335,-0.590826,1.58948,-155.677,-133.708,1452.43,-138.127,-151.505,1502.58,-170.683,-168.744,1405.9,174.899,-100.263,1458.56,163.224,-110.093,1494.04,196.596,-126.513,1415.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.432,-895.295,1272.13,-861.123,-896.297,1240.26,-868.619,-893.481,1281.62,-839.093,689.49,1238.34,-832.887,687.764,1286.54,-872.987,687.668,1275.68,-830.529,-534.506,1246.54,-843.943,-537.913,1291.9,-872.913,-535.398,1257.73,0.0877079,-0.588823,1.5886,0.307831,-1.36266,1.71274,0
2325343,-90.0303,90.0015,-18.7516,44.9952,-0.00128174,4.9978,-174.276,98.4154,89.9714,8.19597,45.0509,-6.09253,5.10848,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-4.28831,3.19967,-0.0294244,-4.79048,-0.273218,-1.88185,-0.0241772,-0.548058,1.89713,-0.226024,-6.26843,-0.337228,-1.57392,-0.654707,0.0619499,-0.185744,1.41877,1.93274,-0.112051,-1.42091,-0.0258262,-0.193991,1.41697,-1.90147,-0.116691,-1.50668,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0460182,-0.587498,1.58765,0.127293,-0.590815,1.5895,-155.749,-133.734,1452.42,-138.231,-151.497,1502.57,-170.769,-168.775,1405.86,174.838,-100.291,1458.55,163.16,-110.111,1494.04,196.529,-126.545,1415.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.424,-895.284,1272.14,-861.112,-896.264,1240.27,-868.574,-893.49,1281.55,-839.019,689.45,1238.33,-832.869,687.769,1286.53,-872.953,687.655,1275.66,-830.507,-534.516,1246.53,-843.942,-537.911,1291.9,-872.865,-535.391,1257.68,0.0877101,-0.588822,1.5886,0.30779,-1.36266,1.71268,0
2325344,-90.0557,90.0032,-18.7568,44.9951,-0.00128174,4.99775,-174.276,98.4152,89.9714,8.18957,45.0508,-6.09253,5.10838,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-3.82178,3.01625,0.149127,-4.86626,-0.303934,-1.92326,-0.020078,-0.509618,1.80766,-0.177925,-6.36733,-0.36229,-1.59773,-0.661874,0.0618367,-0.18565,1.41868,1.9331,-0.111698,-1.42185,-0.0258699,-0.193863,1.41692,-1.9016,-0.116705,-1.50603,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0459376,-0.587539,1.58765,0.127222,-0.590876,1.5895,-155.823,-133.733,1452.39,-138.287,-151.509,1502.53,-170.821,-168.793,1405.85,174.791,-100.323,1458.53,163.095,-110.146,1494,196.464,-126.566,1415.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.434,-895.283,1272.14,-861.135,-896.285,1240.27,-868.593,-893.457,1281.57,-839.068,689.482,1238.33,-832.872,687.778,1286.55,-872.968,687.662,1275.66,-830.505,-534.486,1246.53,-843.952,-537.914,1291.9,-872.868,-535.401,1257.71,0.0877106,-0.588821,1.5886,0.307836,-1.36267,1.71273,0
2325345,-90.1134,90.0184,-18.7624,44.9946,-0.00128174,4.99687,-174.276,98.4151,89.9713,8.17276,45.0507,-6.09253,5.10827,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-3.18916,2.31248,0.246599,-5.30625,-0.292899,-2.0406,-0.0286039,-0.413537,1.42063,-0.18871,-6.47956,-0.357881,-1.61036,-0.655268,0.0617985,-0.185698,1.41867,1.93337,-0.112087,-1.42203,-0.0259156,-0.193971,1.41693,-1.90148,-0.116897,-1.50644,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0458828,-0.587599,1.58764,0.127154,-0.590933,1.5895,-155.852,-133.752,1452.37,-138.333,-151.5,1502.51,-170.86,-168.798,1405.82,174.749,-100.353,1458.52,163.04,-110.156,1493.99,196.436,-126.611,1415.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.424,-895.284,1272.15,-861.126,-896.277,1240.25,-868.587,-893.474,1281.59,-839.058,689.463,1238.34,-832.868,687.763,1286.54,-872.976,687.661,1275.67,-830.495,-534.497,1246.54,-843.954,-537.895,1291.91,-872.895,-535.389,1257.71,0.0877097,-0.588822,1.5886,0.307839,-1.36267,1.71274,0
2325346,-90.1477,90.0289,-18.7625,44.9944,-0.0012207,4.99666,-174.276,98.4151,89.9727,8.16574,45.0506,-6.09253,5.10821,5.06101,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.96745,2.10217,0.250992,-5.45585,-0.26994,-2.09112,-0.00386011,-0.450644,1.11137,-0.18805,-6.58742,-0.3537,-1.65164,-0.648639,0.0617921,-0.185663,1.41862,1.93353,-0.111956,-1.42181,-0.0259341,-0.193874,1.41687,-1.90173,-0.11698,-1.50577,-0.841016,-0.102316,1.2531,0.00151551,0.999998,0.00138448,0,0,0,0,0,0,0.0457908,-0.587682,1.58763,0.127057,-0.591075,1.58951,-155.9,-133.733,1452.33,-138.353,-151.477,1502.49,-170.897,-168.787,1405.8,174.729,-100.376,1458.51,163.022,-110.204,1493.97,196.428,-126.657,1415.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.422,-895.267,1272.14,-861.09,-896.266,1240.26,-868.595,-893.447,1281.56,-839.045,689.455,1238.32,-832.866,687.771,1286.53,-872.945,687.663,1275.65,-830.524,-534.49,1246.53,-843.931,-537.91,1291.88,-872.882,-535.388,1257.7,0.0877068,-0.588824,1.5886,0.307828,-1.36267,1.71273,0
2325347,-90.1807,90.0396,-18.7626,44.9944,-0.0012207,4.9966,-174.276,98.4149,89.9759,8.15811,45.0502,-6.09253,5.1081,5.06095,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.98657,2.04693,0.270059,-5.45198,-0.269389,-2.07565,-0.0191526,-0.55463,0.808152,-0.166888,-6.85456,-0.35776,-1.71333,-0.654903,0.061781,-0.185755,1.41865,1.93331,-0.112293,-1.42176,-0.0259658,-0.193903,1.41684,-1.90159,-0.116913,-1.50625,-0.841017,-0.102317,1.2531,0.00151609,0.999998,0.00138393,0,0,0,0,0,0,0.0457185,-0.587832,1.58763,0.12699,-0.591189,1.58951,-155.908,-133.702,1452.29,-138.375,-151.462,1502.45,-170.917,-168.758,1405.74,174.722,-100.445,1458.49,163.02,-110.259,1493.96,196.412,-126.733,1415.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822.426,-895.291,1272.16,-861.253,-896.54,1240.27,-868.624,-893.484,1281.62,-839.048,689.442,1238.34,-832.866,687.757,1286.53,-872.968,687.665,1275.67,-830.514,-534.527,1246.54,-843.943,-537.896,1291.9,-872.882,-535.398,1257.7,0.0877023,-0.588827,1.5886,0.307848,-1.36267,1.71274,0
