frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,dq_cur_left_0,dq_cur_left_1,dq_cur_left_2,dq_cur_left_3,dq_cur_left_4,dq_cur_left_5,dq_cur_left_6,dq_cur_right_0,dq_cur_right_1,dq_cur_right_2,dq_cur_right_3,dq_cur_right_4,dq_cur_right_5,dq_cur_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RHIP_x,human_RHIP_y,human_RHIP_z,human_LHIP_x,human_LHIP_y,human_LHIP_z,human_CLAV_x,human_CLAV_y,human_CLAV_z,human_STRN_x,human_STRN_y,human_STRN_z,human_HEAD_x,human_HEAD_y,human_HEAD_z,left_fplate_x,left_fplate_y,left_fplate_z,right_fplate_x,right_fplate_y,right_fplate_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,target_x,target_y,target_z,state_idx,sub_action_idx
2553414,-89.9942,89.9998,-14.9915,44.9927,5.00287,4.99364,-175.001,89.996,90.0065,14.999,44.9945,4.99943,4.99398,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,0,0,-0.000303154,0,0,0,0,0,0,-0.000303836,0,0,0,3.35738,-0.796544,1.93133,-6.71058,-0.630409,-2.10997,0.113991,-4.35419,2.1583,-1.8511,-6.21816,-0.804695,-1.6184,-0.667959,0.0234622,-0.653365,1.49206,1.83242,0.179473,-1.72666,-0.0636311,-0.639715,1.49778,-1.93299,0.152093,-1.77696,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.564372,-0.629753,0.917108,0.17254,-1.09613,0.846167,0,0,0,0,0,0,0,0,0,0,0,0,-0.112849,-1.19911,1.49843,-42.12,-12.3408,-623.638,45.8637,-5.80023,-394.083,-174.167,-560.697,1553.84,-163.324,-595.408,1596.28,-196.939,-577.85,1500.41,158.994,-618.486,1537.09,146.685,-635.095,1570.13,169.257,-635.541,1485.79,-290.641,-445.409,751.877,-264.395,-396.43,775.911,-212.34,-432.536,798.733,-281.743,-404.195,813.382,146.359,-528.207,781.643,189.744,-490.557,772.07,222.132,-540.442,728.833,240.517,-554.113,757.504,-750.331,-727.738,1284.56,-797.575,-725.742,1282.48,-780.03,-728.732,1244.29,-755.402,855.58,1296.99,-792.029,855.701,1276.93,0,0,0,-769.209,-369.259,1298.57,-795.387,-368.75,1259.85,-751.508,-368.221,1258.53,0.357575,-1.33001,1.70844,0,0
2553415,-89.9942,89.9998,-14.9915,44.9927,5.00287,4.99364,-175.001,89.996,90.0065,14.999,44.9945,4.99943,4.99398,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,0,0.000304069,0,0,0,0,0,0,-0.000303609,-0.000303839,0,0,0,3.36519,-0.776543,1.92911,-6.70792,-0.61064,-2.09996,0.103848,-4.42449,2.17275,-1.86538,-6.20831,-0.794146,-1.62878,-0.679834,0.0234284,-0.653223,1.49215,1.83249,0.179367,-1.72757,-0.0628268,-0.637775,1.49711,-1.93698,0.158083,-1.76474,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.562788,-0.627956,0.914348,0.172383,-1.09628,0.846187,0,0,0,0,0,0,0,0,0,0,0,0,-0.112834,-1.19911,1.49847,-43.7784,-10.8443,-625.45,47.2153,-5.16176,-393.952,-174.224,-560.603,1553.98,-162.843,-595.148,1596,-196.936,-577.753,1500.48,158.993,-618.442,1537.19,146.67,-635.028,1570.23,169.246,-635.504,1485.89,-290.511,-445.114,751.976,-264.298,-396.167,776.004,-212.204,-432.307,798.869,-281.62,-403.924,813.481,146.448,-527.971,781.768,189.862,-490.349,772.215,222.179,-540.228,728.971,240.601,-553.911,757.634,-750.323,-727.755,1284.58,-797.57,-725.763,1282.48,-780.004,-728.76,1244.27,-755.362,855.541,1296.89,-791.78,855.536,1276.82,0,0,0,-769.201,-369.282,1298.57,-795.392,-368.756,1259.84,-751.524,-368.221,1258.51,0.357498,-1.32998,1.70852,0,0
2553416,-89.9942,89.9998,-14.9912,44.9926,5.00287,4.99353,-175.001,89.9956,90.0067,14.999,44.9933,4.99943,4.99393,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.000303839,0,0.00303839,-0.00121261,0,-0.00106103,0,-0.00363781,0.00212366,-0.000455414,-0.0136189,0,-0.000606301,0,3.4161,-0.842097,1.95377,-6.70953,-0.630887,-2.1111,0.104911,-4.46128,2.16239,-1.86515,-6.13524,-0.810101,-1.60278,-0.652222,0.0234007,-0.65309,1.49226,1.83239,0.179772,-1.72863,-0.0628539,-0.637592,1.49718,-1.9368,0.159098,-1.7657,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.561203,-0.62616,0.911586,0.172232,-1.09642,0.846203,0,0,0,0,0,0,0,0,0,0,0,0,-0.112823,-1.19911,1.4985,-43.2864,-11.0395,-628.142,46.4974,-6.39258,-392.448,-174.228,-560.527,1554.06,-162.927,-595.043,1595.94,-196.927,-577.665,1500.58,159.011,-618.418,1537.31,146.675,-634.99,1570.35,169.249,-635.432,1486.02,-290.254,-445.006,751.93,-264.177,-395.86,776.138,-212.144,-431.91,799.088,-281.521,-403.644,813.602,146.559,-527.742,781.901,189.971,-490.087,772.37,222.283,-539.933,729.126,240.699,-553.675,757.777,-750.298,-727.752,1284.55,-797.567,-725.768,1282.49,-780.033,-728.761,1244.28,-755.349,855.526,1296.9,-791.799,855.545,1276.83,0,0,0,-769.207,-369.294,1298.55,-795.39,-368.774,1259.83,-751.514,-368.215,1258.5,0.357492,-1.32998,1.70853,0,0
2553417,-89.9942,89.9998,-14.9912,44.9926,5.00287,4.99353,-175.001,89.9956,90.0067,14.999,44.9932,4.99943,4.99382,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.000303839,0,0.00303839,-0.00121261,0,-0.00106103,0,-0.00394991,0.00242523,-0.000454726,-0.0420997,0,-0.00166735,0,3.4161,-0.842097,1.95377,-6.70953,-0.630887,-2.1111,0.104911,-4.45841,2.18195,-1.86853,-6.20306,-0.786434,-1.62326,-0.668104,0.0234007,-0.65309,1.49226,1.83239,0.179772,-1.72863,-0.0628539,-0.637592,1.49718,-1.9368,0.159098,-1.7657,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.561203,-0.62616,0.911586,0.172232,-1.09642,0.846203,0,0,0,0,0,0,0,0,0,0,0,0,-0.112823,-1.19911,1.4985,-43.2864,-11.0395,-628.142,46.4974,-6.39258,-392.448,-174.239,-560.659,1553.99,-162.979,-594.966,1596,-196.91,-577.58,1500.67,158.998,-618.378,1537.44,146.658,-634.953,1570.48,169.26,-635.363,1486.17,-290.18,-444.695,752.043,-264.048,-395.54,776.271,-212.027,-431.636,799.226,-281.411,-403.311,813.747,146.191,-527.222,782.508,190.069,-489.813,772.53,222.4,-539.606,729.312,240.753,-553.415,757.919,-750.281,-727.754,1284.56,-797.554,-725.769,1282.49,-779.967,-728.773,1244.31,-755.339,855.472,1296.92,-791.998,855.671,1276.91,0,0,0,-769.202,-369.291,1298.55,-795.378,-368.768,1259.83,-751.509,-368.242,1258.51,0.357492,-1.32998,1.70853,0,0
2553418,-89.9942,89.9998,-14.9913,44.9925,5.00287,4.99347,-175.001,89.9956,90.0067,14.999,44.9932,4.99943,4.99382,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.000303839,0,0.00242887,-0.00212045,0,-0.00166735,0,-0.00394991,0.00242523,-0.000454726,-0.0420997,0,-0.00166735,0,3.41752,-0.916965,1.94679,-6.72762,-0.626861,-2.09554,0.112737,-4.45841,2.18195,-1.86853,-6.20306,-0.786434,-1.62326,-0.668104,0.0234144,-0.653136,1.49234,1.83271,0.17975,-1.72811,-0.0631168,-0.638389,1.49725,-1.93652,0.15653,-1.76811,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.559617,-0.62437,0.908822,0.172088,-1.09655,0.846215,0,0,0,0,0,0,0,0,0,0,0,0,-0.112819,-1.1991,1.49853,-44.5018,-10.7216,-627.554,47.5611,-5.60429,-392.174,-174.259,-560.592,1554.09,-162.884,-594.958,1596.28,-196.942,-577.479,1500.76,159.001,-618.331,1537.58,146.656,-634.941,1570.61,169.263,-635.309,1486.27,-290.097,-444.361,752.145,-263.941,-395.198,776.436,-211.906,-431.413,799.275,-281.32,-402.956,813.906,146.288,-526.921,782.646,190.197,-489.505,772.701,222.508,-539.338,729.464,240.866,-553.069,758.084,-750.285,-727.738,1284.56,-797.527,-725.76,1282.49,-780.025,-728.705,1244.29,-755.297,855.499,1296.89,-791.994,855.688,1276.91,0,0,0,-769.208,-369.301,1298.55,-795.386,-368.759,1259.82,-751.523,-368.22,1258.52,0.357576,-1.33001,1.70844,0,0
2553419,-89.9942,89.9998,-14.9912,44.9923,5.00287,4.9932,-175.001,89.9955,90.0067,14.9989,44.9929,4.99943,4.99366,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.000303606,-0.00030338,0.00273042,-0.00303609,0,-0.00378938,0,-0.00501334,0.00243071,-0.00106183,-0.01171,0,-0.00318311,0,3.39791,-1.02915,1.92615,-6.73318,-0.610105,-2.09469,0.107038,-4.53372,2.13659,-1.88033,-6.14711,-0.800383,-1.62919,-0.685839,0.0233964,-0.652892,1.49257,1.83252,0.181042,-1.72894,-0.0630956,-0.638303,1.49747,-1.93663,0.15609,-1.76712,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.556446,-0.620791,0.903293,0.171818,-1.09676,0.846227,0,0,0,0,0,0,0,0,0,0,0,0,-0.112825,-1.1991,1.49858,-43.7179,-8.62327,-631.252,44.7692,-5.80137,-389.419,-174.257,-560.519,1554.22,-162.927,-594.901,1596.35,-196.914,-577.4,1500.9,159.009,-618.287,1537.72,146.646,-634.913,1570.76,169.262,-635.228,1486.4,-290.129,-443.774,752.502,-263.799,-394.81,776.603,-211.826,-431.075,799.412,-281.189,-402.613,814.068,146.878,-526.809,782.355,190.309,-489.174,772.895,222.63,-539.018,729.619,240.965,-552.702,758.232,-750.259,-727.726,1284.55,-797.515,-725.73,1282.48,-779.948,-728.721,1244.32,-755.352,855.563,1296.97,-791.969,855.699,1276.9,0,0,0,-769.18,-369.173,1298.6,-795.388,-368.735,1259.85,-751.502,-368.17,1258.52,0.357523,-1.32993,1.70861,0,0
2553420,-89.9942,89.9998,-14.9913,44.9923,5.00287,4.99298,-175.001,89.9955,90.0067,14.9989,44.9928,4.99943,4.99355,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0.000303839,-0.00030338,0.00212368,-0.00364331,0,-0.00651774,0,-0.00500955,0.00212685,-0.00106103,-0.0151902,0,-0.00439573,0,3.30546,-1.12442,1.8938,-6.81244,-0.617818,-2.11537,0.110219,-4.48735,2.12095,-1.87705,-6.21165,-0.802903,-1.63176,-0.682334,0.0234008,-0.652741,1.49265,1.83283,0.181483,-1.72955,-0.0631661,-0.63835,1.49754,-1.93694,0.156433,-1.76836,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.554861,-0.619001,0.90053,0.171694,-1.09685,0.846228,0,0,0,0,0,0,0,0,0,0,0,0,-0.112837,-1.1991,1.4986,-43.1259,-8.45956,-631.37,44.3463,-5.93038,-387.014,-174.222,-560.457,1554.35,-162.922,-594.885,1596.47,-196.919,-577.305,1501.02,159.018,-618.255,1537.86,146.633,-634.884,1570.88,169.277,-635.177,1486.55,-290.048,-443.337,752.678,-263.713,-394.414,776.761,-211.758,-430.682,799.617,-281.133,-402.265,814.254,146.966,-526.444,782.525,190.432,-488.814,773.085,222.794,-538.653,729.786,241.094,-552.351,758.421,-750.25,-727.706,1284.58,-797.5,-725.707,1282.49,-779.974,-728.699,1244.3,-755.376,855.61,1296.98,-791.768,855.602,1276.82,0,0,0,-769.165,-369.146,1298.61,-795.354,-368.707,1259.84,-751.506,-368.161,1258.52,0.357512,-1.32998,1.70854,0,0
2553421,-89.9942,89.9998,-14.9913,44.9922,5.00287,4.99287,-175.001,89.9955,90.0067,14.9989,44.9927,4.99943,4.99349,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,-0.000607678,0.00212366,-0.0047095,0,-0.00757877,0,-0.0050095,0.00212687,-0.00106104,-0.0116888,0,-0.00485412,0,3.26566,-1.13822,1.86915,-6.81963,-0.626696,-2.11409,0.101129,-4.4795,2.13613,-1.86367,-6.17553,-0.804884,-1.62504,-0.670771,0.0234055,-0.652849,1.49282,1.83248,0.181433,-1.72863,-0.0630532,-0.637855,1.49793,-1.93606,0.157505,-1.7681,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.553275,-0.617213,0.897765,0.171576,-1.09693,0.846225,0,0,0,0,0,0,0,0,0,0,0,0,-0.112854,-1.1991,1.49861,-42.5435,-8.44804,-630.767,44.6658,-5.92864,-386.111,-174.208,-560.173,1554.67,-162.962,-594.874,1596.83,-196.93,-577.227,1501.17,159.005,-618.23,1537.98,146.639,-634.888,1571.03,169.262,-635.136,1486.68,-289.977,-442.887,752.863,-263.642,-394.002,776.983,-211.709,-430.183,799.808,-281.031,-401.881,814.457,147.064,-526.058,782.718,190.505,-488.433,773.294,222.9,-538.209,729.98,241.237,-551.929,758.632,-750.246,-727.667,1284.55,-797.505,-725.658,1282.5,-779.912,-728.69,1244.33,-755.341,855.635,1296.98,-791.807,855.653,1276.83,0,0,0,-769.146,-369.109,1298.59,-795.346,-368.677,1259.82,-751.487,-368.12,1258.53,0.357523,-1.32993,1.70861,0,0
2553422,-89.9942,89.9998,-14.9913,44.9922,5.00287,4.99287,-175.001,89.9955,90.0067,14.9989,44.9927,4.99943,4.99349,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,-0.000607678,0.00212366,-0.0047095,0,-0.00757877,0,-0.0050095,0.00212687,-0.00106104,-0.0116888,0,-0.00485412,0,3.26566,-1.13822,1.86915,-6.81963,-0.626696,-2.11409,0.101129,-4.4795,2.13613,-1.86367,-6.17553,-0.804884,-1.62504,-0.670771,0.0234055,-0.652849,1.49282,1.83248,0.181433,-1.72863,-0.0630532,-0.637855,1.49793,-1.93606,0.157505,-1.7681,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.553275,-0.617213,0.897765,0.171576,-1.09693,0.846225,0,0,0,0,0,0,0,0,0,0,0,0,-0.112854,-1.1991,1.49861,-42.5435,-8.44804,-630.767,44.6658,-5.92864,-386.111,-174.207,-560.356,1554.64,-163.016,-594.776,1597.17,-196.891,-577.158,1501.3,159.034,-618.233,1538.14,146.63,-634.889,1571.14,169.277,-635.07,1486.81,-289.804,-442.625,752.864,-263.592,-393.569,777.195,-211.63,-429.73,800.003,-280.947,-401.455,814.681,146.712,-525.502,783.291,190.587,-488.037,773.494,222.997,-537.766,730.191,241.291,-551.619,758.784,-750.256,-727.652,1284.57,-797.516,-725.648,1282.5,-779.943,-728.675,1244.28,-755.333,855.637,1296.9,-791.777,855.657,1276.8,0,0,0,-769.148,-369.088,1298.58,-795.331,-368.641,1259.8,-751.445,-368.145,1258.51,0.357523,-1.32993,1.70861,0,0
2553423,-89.9942,89.9998,-14.9913,44.9922,5.00287,4.99282,-175.001,89.9955,90.0067,14.9989,44.9926,4.99943,4.99338,5.0004,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,0,-0.000607218,0.00212366,-0.00501334,0,-0.00818507,0,-0.00470594,0.00243074,-0.00106103,-0.00906437,0,-0.00591144,0,3.17213,-1.13509,1.85152,-6.78383,-0.641279,-2.11425,0.0894825,-4.43413,2.13095,-1.88751,-6.17339,-0.802181,-1.62739,-0.646672,0.0233742,-0.652541,1.49287,1.83262,0.182832,-1.73068,-0.0634497,-0.639315,1.49827,-1.93479,0.152029,-1.7717,-0.767081,0.063406,1.26588,0.0110866,0.999923,0.00557005,-0.55169,-0.615424,0.895,0.171466,-1.097,0.846218,0,0,0,0,0,0,0,0,0,0,0,0,-0.112877,-1.19911,1.49862,-42.5349,-8.57694,-629.716,45.4194,-6.03863,-385.246,-174.183,-560.097,1554.96,-163.005,-594.776,1597.3,-196.881,-577.101,1501.42,159.006,-618.225,1538.28,146.613,-634.886,1571.25,169.281,-635.022,1486.93,-289.747,-442.155,753.075,-263.529,-393.123,777.441,-211.545,-429.317,800.188,-280.867,-400.982,814.905,146.727,-525.017,783.508,190.647,-487.596,773.724,223.047,-537.389,730.36,241.363,-551.196,758.949,-750.273,-727.64,1284.59,-797.514,-725.63,1282.52,-779.948,-728.645,1244.34,-755.446,855.7,1296.98,-792.02,855.789,1276.86,0,0,0,-769.145,-369.07,1298.54,-795.343,-368.646,1259.76,-751.475,-368.067,1258.49,0.357482,-1.32987,1.70858,0,0
