frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RFHD_x,human_RFHD_y,human_RFHD_z,human_LFHD_x,human_LFHD_y,human_LFHD_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,head_x,head_y,head_z,target_x,target_y,target_z,state_idx
826603,-90.0037,90.0001,-14.9961,44.9933,5.00075,4.99219,-175.004,90.002,90.0122,15.0019,44.9909,4.99937,4.9854,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.61378,1.32659,-0.668117,-5.3136,-0.777135,-1.98002,0.400258,2.24816,4.65515,-0.143589,-5.0092,-0.659896,-1.28208,-0.217853,-0.00252962,-0.235719,1.33864,1.89197,-0.0822477,-1.46775,-0.0904964,-0.239405,1.34027,-1.99431,-0.0956764,-1.55914,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.543,-171.708,1388.55,-191.458,-191.799,1436.96,-233.955,-204.469,1343.1,116.107,-156.082,1375.24,105.413,-166.121,1411.17,134.475,-181.704,1330.35,-391.532,-287.526,595.922,-373.016,-227.826,608.154,-312.255,-253.831,630.233,-387.043,-230.892,644.548,146.558,-260.582,621.623,192.314,-216.756,601.733,225.267,-267.438,574.104,209.126,-220.457,633.954,-878.396,-653.071,1235.89,-856.629,-651.656,1278.16,-898.176,-654.502,1282.13,-844.141,928.586,1286.96,-844.848,928.47,1245.98,0,0,0,-873.873,-293.537,1289.44,-896.333,-291.967,1251.83,-849.564,-294.042,1249.35,0,0,0,0.238062,-1.41411,1.71001,0
826604,-90.0037,90.0001,-14.9961,44.9933,5.00075,4.99219,-175.004,90.002,90.0125,15.0019,44.9906,4.99937,4.98529,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.62614,1.31792,-0.665308,-5.31596,-0.779063,-1.9671,0.400838,2.21811,4.67542,-0.150163,-5.00695,-0.676365,-1.27772,-0.21764,-0.00253215,-0.235692,1.33859,1.8922,-0.082165,-1.46809,-0.0905129,-0.239396,1.34029,-1.99403,-0.09548,-1.55948,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.551,-171.701,1388.55,-191.488,-191.82,1436.96,-233.96,-204.465,1343.1,116.12,-156.078,1375.23,105.41,-166.123,1411.17,134.486,-181.686,1330.34,-391.774,-287.894,595.673,-372.973,-227.845,608.169,-312.499,-253.862,630.014,-386.962,-230.942,644.551,146.546,-260.528,621.632,192.335,-216.752,601.784,225.262,-267.451,574.115,209.135,-220.437,633.944,-878.693,-652.776,1236.29,-856.636,-651.659,1278.16,-898.171,-654.499,1282.13,-843.516,928.794,1287.03,-844.824,928.465,1246.01,0,0,0,-873.892,-293.501,1289.44,-896.471,-292.166,1252.22,-849.546,-294.092,1249.34,0,0,0,0.238049,-1.4141,1.71002,0
826605,-90.0044,90.0001,-14.9961,44.9932,5.00075,4.99219,-175.004,90.002,90.013,15.0019,44.9903,4.99937,4.98523,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.57947,1.31761,-0.685875,-5.2992,-0.764294,-1.97689,0.417382,2.25821,4.64967,-0.14042,-5.0283,-0.659874,-1.28472,-0.170581,-0.00250597,-0.235013,1.33824,1.89198,-0.0771557,-1.46649,-0.0904892,-0.239314,1.34026,-1.99413,-0.0951955,-1.55901,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.554,-171.704,1388.55,-191.48,-191.824,1436.94,-233.95,-204.468,1343.09,116.121,-156.097,1375.24,105.489,-166.45,1411.08,134.48,-181.707,1330.35,-391.784,-287.875,595.712,-372.99,-227.834,608.145,-312.507,-253.856,630.033,-386.997,-230.926,644.573,146.532,-260.529,621.617,192.319,-216.743,601.741,225.262,-267.418,574.109,209.123,-220.43,633.94,-878.696,-652.815,1236.22,-856.633,-651.656,1278.17,-898.19,-654.499,1282.13,-844.154,928.524,1287,-844.827,928.485,1245.98,0,0,0,-873.878,-293.541,1289.49,-896.293,-291.993,1251.86,-849.526,-294.159,1249.31,0,0,0,0.238056,-1.4141,1.71003,0
826606,-90.0052,90.0001,-14.9961,44.9932,5.00075,4.99219,-175.004,90.002,90.0131,15.0019,44.9902,4.99937,4.98518,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.53678,1.31933,-0.669464,-5.32573,-0.785019,-1.95741,0.408423,2.21177,4.61972,-0.158747,-5.03998,-0.652156,-1.27474,-0.191789,-0.00251369,-0.23576,1.33862,1.89225,-0.0826487,-1.46801,-0.090477,-0.239504,1.34036,-1.99376,-0.0957931,-1.55936,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.54,-171.708,1388.56,-191.484,-191.752,1436.98,-233.943,-204.452,1343.08,116.124,-156.082,1375.23,105.41,-166.106,1411.18,134.493,-181.682,1330.35,-391.745,-287.865,595.699,-372.962,-227.841,608.151,-312.511,-253.87,630.029,-386.975,-230.925,644.546,146.536,-260.524,621.617,192.281,-216.766,601.689,225.269,-267.432,574.1,209.153,-220.473,633.925,-878.688,-652.822,1236.22,-856.636,-651.666,1278.18,-898.185,-654.503,1282.13,-843.522,928.759,1287,-844.838,928.493,1245.96,0,0,0,-873.891,-293.537,1289.49,-896.313,-291.978,1251.86,-849.565,-294.092,1249.32,0,0,0,0.238065,-1.41411,1.71002,0
826607,-90.0061,90.0001,-14.9961,44.9932,5.00075,4.99213,-175.004,90.0027,90.0131,15.0019,44.9902,4.99937,4.98507,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.51308,1.31604,-0.658489,-5.32302,-0.801075,-1.95716,0.40527,2.23193,4.64665,-0.155038,-4.9981,-0.654145,-1.29046,-0.207286,-0.00248785,-0.23498,1.3382,1.89213,-0.0771981,-1.46641,-0.0905018,-0.239395,1.34027,-1.99397,-0.0951027,-1.55969,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.529,-171.71,1388.55,-191.49,-191.811,1436.91,-233.94,-204.461,1343.09,116.128,-156.073,1375.22,105.49,-166.437,1411.07,134.493,-181.681,1330.34,-391.543,-287.507,595.908,-372.971,-227.832,608.155,-312.234,-253.793,630.218,-387.014,-230.882,644.571,146.53,-260.566,621.612,192.094,-216.867,601.528,225.265,-267.433,574.098,209.137,-220.424,633.961,-879.35,-652.603,1236.58,-856.635,-651.652,1278.16,-898.176,-654.5,1282.12,-843.548,928.785,1287.04,-844.835,928.482,1246.01,0,0,0,-873.882,-293.527,1289.47,-896.303,-291.982,1251.86,-849.588,-294.095,1249.32,0,0,0,0.238054,-1.41411,1.71004,0
826608,-90.0061,90.0001,-14.9961,44.9932,5.00075,4.99213,-175.004,90.0027,90.0131,15.0019,44.9902,4.99937,4.98507,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.51308,1.31604,-0.658489,-5.32302,-0.801075,-1.95716,0.40527,2.23193,4.64665,-0.155038,-4.9981,-0.654145,-1.29046,-0.207286,-0.00248535,-0.234957,1.33822,1.89193,-0.0768832,-1.46615,-0.0905041,-0.239412,1.34028,-1.99416,-0.0954508,-1.55947,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.537,-171.697,1388.56,-191.477,-191.777,1436.94,-233.949,-204.436,1343.11,116.124,-156.071,1375.23,105.502,-166.443,1411.06,134.483,-181.672,1330.35,-391.752,-287.875,595.638,-372.983,-227.814,608.15,-312.487,-253.856,630.011,-386.952,-230.929,644.562,146.541,-260.535,621.628,192.269,-216.731,601.712,225.269,-267.429,574.081,209.151,-220.418,633.936,-878.662,-652.785,1236.3,-856.633,-651.634,1278.15,-898.181,-654.479,1282.12,-843.524,928.776,1287.04,-844.89,928.531,1245.96,0,0,0,-873.876,-293.517,1289.43,-896.304,-291.977,1251.87,-849.535,-294.019,1249.31,0,0,0,0.238038,-1.41409,1.71003,0
826609,-90.0116,90.001,-14.996,44.9932,5.00075,4.99213,-175.004,90.0151,90.0134,15.0019,44.9901,4.99937,4.98474,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-2.41704,1.26619,-0.658587,-5.33209,-0.772332,-1.96371,0.414687,2.01527,4.60507,-0.201306,-4.99803,-0.664238,-1.27511,-0.182236,-0.00249004,-0.235771,1.33862,1.89217,-0.0827026,-1.46779,-0.0903279,-0.23901,1.33994,-1.99688,-0.0951617,-1.55429,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.564,-171.708,1388.55,-191.283,-191.551,1436.84,-233.957,-204.452,1343.1,116.135,-156.084,1375.22,105.425,-166.116,1411.18,134.504,-181.685,1330.35,-391.747,-287.881,595.673,-372.988,-227.812,608.166,-312.482,-253.84,630.028,-386.949,-230.926,644.552,146.522,-260.546,621.624,192.079,-216.87,601.499,225.235,-267.426,574.09,209.149,-220.403,633.942,-878.66,-652.766,1236.26,-856.627,-651.646,1278.17,-898.179,-654.486,1282.13,-844.145,928.591,1286.94,-844.823,928.48,1245.94,0,0,0,-873.897,-293.502,1289.44,-896.465,-292.169,1252.24,-849.58,-294.108,1249.33,0,0,0,0.237956,-1.41399,1.70996,0
826610,-90.043,90.0036,-14.996,44.9931,5.00075,4.99202,-175.004,90.0277,90.0234,15.0019,44.9901,4.99937,4.98458,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-1.95477,1.10629,-0.474032,-5.48987,-0.76695,-1.98595,0.383533,1.87934,3.97131,-0.226456,-5.09576,-0.680544,-1.24701,-0.189655,-0.00257396,-0.235596,1.33857,1.89227,-0.0822612,-1.46907,-0.0904901,-0.239387,1.34027,-1.99412,-0.0955472,-1.55899,-0.852462,0.136396,1.25335,0.0126346,0.999905,-0.00547837,0,0,0,0,0,0,0,0,0,0,0,0,-212.557,-171.695,1388.53,-191.472,-191.792,1436.96,-233.959,-204.453,1343.07,116.152,-156.088,1375.21,105.427,-166.126,1411.16,134.49,-181.696,1330.33,-391.764,-287.884,595.677,-372.979,-227.817,608.142,-312.461,-253.852,630.019,-386.948,-230.907,644.54,146.516,-260.554,621.607,192.257,-216.725,601.68,225.244,-267.396,574.087,209.115,-220.395,633.922,-875.903,-656.004,1237.46,-856.637,-651.649,1278.17,-898.191,-654.47,1282.11,-843.521,928.772,1287.01,-844.889,928.542,1245.95,0,0,0,-873.879,-293.535,1289.51,-896.3,-291.982,1251.88,-849.578,-294.104,1249.31,0,0,0,0.238047,-1.41409,1.71003,0
826611,-90.0566,90.0045,-14.9961,44.9931,5.00075,4.99202,-175.004,90.0381,90.0377,15.0019,44.9882,4.99937,4.98294,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-1.70827,1.00642,-0.443795,-5.38681,-0.779782,-1.97176,0.40398,1.69533,3.48308,-0.211324,-5.77138,-0.664185,-1.5273,-0.192178,-0.00253135,-0.235633,1.33856,1.89223,-0.0821765,-1.46824,-0.0904714,-0.239319,1.34027,-1.99402,-0.095528,-1.55864,-0.852455,0.136391,1.25335,0.0126003,0.999906,-0.00547224,0,0,0,0,0,0,0,0,0,0,0,0,-212.568,-171.693,1388.52,-191.49,-191.767,1436.93,-233.949,-204.456,1343.06,116.136,-156.082,1375.2,105.427,-166.129,1411.14,134.504,-181.722,1330.31,-391.507,-287.474,595.875,-372.937,-227.8,608.105,-312.455,-253.822,629.989,-386.948,-230.905,644.533,146.479,-260.516,621.597,192.069,-216.798,601.511,225.228,-267.351,574.072,209.032,-220.793,633.795,-878.35,-653.015,1235.99,-856.631,-651.652,1278.16,-898.183,-654.488,1282.13,-844.129,928.558,1286.96,-844.838,928.494,1245.97,0,0,0,-873.885,-293.511,1289.45,-896.316,-291.977,1251.88,-849.557,-294.064,1249.36,0,0,0,0.238005,-1.41412,1.71007,0
826612,-90.0717,90.0054,-14.9962,44.9929,5.00075,4.99197,-175.004,90.0512,90.0525,15.0019,44.9879,4.99937,4.98273,5.00303,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,-1.70381,0.841336,-0.445274,-5.51831,-0.767906,-1.99247,0.408948,1.60728,3.03719,-0.152349,-5.81411,-0.654757,-1.50194,-0.187065,-0.00253479,-0.235775,1.3386,1.89212,-0.0829815,-1.46834,-0.0905406,-0.239352,1.3402,-1.99429,-0.0952477,-1.55945,-0.852455,0.136391,1.25335,0.0126003,0.999906,-0.00547224,0,0,0,0,0,0,0,0,0,0,0,0,-212.567,-171.692,1388.51,-191.499,-191.813,1436.89,-233.982,-204.448,1343.06,116.131,-156.1,1375.17,105.415,-166.104,1411.13,134.491,-181.721,1330.29,-391.429,-287.425,595.886,-372.868,-227.761,608.116,-312.083,-253.701,630.142,-386.852,-230.858,644.523,146.43,-260.413,621.585,192.084,-216.645,601.526,225.2,-267.281,574.044,208.907,-220.762,633.682,-878.34,-653.038,1235.96,-856.637,-651.653,1278.16,-898.184,-654.481,1282.12,-844.159,928.598,1286.97,-844.838,928.499,1245.95,0,0,0,-873.878,-293.523,1289.48,-896.319,-291.973,1251.88,-849.584,-294.036,1249.32,0,0,0,0.238045,-1.41409,1.71002,0
