frame_number,q_cur_left_0,q_cur_left_1,q_cur_left_2,q_cur_left_3,q_cur_left_4,q_cur_left_5,q_cur_left_6,q_cur_right_0,q_cur_right_1,q_cur_right_2,q_cur_right_3,q_cur_right_4,q_cur_right_5,q_cur_right_6,q_target_left_0,q_target_left_1,q_target_left_2,q_target_left_3,q_target_left_4,q_target_left_5,q_target_left_6,q_target_right_0,q_target_right_1,q_target_right_2,q_target_right_3,q_target_right_4,q_target_right_5,q_target_right_6,u_cur_left_0,u_cur_left_1,u_cur_left_2,u_cur_left_3,u_cur_left_4,u_cur_left_5,u_cur_left_6,u_cur_right_0,u_cur_right_1,u_cur_right_2,u_cur_right_3,u_cur_right_4,u_cur_right_5,u_cur_right_6,left_base_x,left_base_y,left_base_z,left_base_rx,left_base_ry,left_base_rz,right_base_x,right_base_y,right_base_z,right_base_rx,right_base_ry,right_base_rz,tube_centroid_x,tube_centroid_y,tube_centroid_z,tube_direction_x,tube_direction_y,tube_direction_z,human_RFIN_x,human_RFIN_y,human_RFIN_z,human_LFIN_x,human_LFIN_y,human_LFIN_z,human_RHIP_x,human_RHIP_y,human_RHIP_z,human_LHIP_x,human_LHIP_y,human_LHIP_z,human_CLAV_x,human_CLAV_y,human_CLAV_z,human_STRN_x,human_STRN_y,human_STRN_z,human_HEAD_x,human_HEAD_y,human_HEAD_z,right_base1_x,right_base1_y,right_base1_z,right_base2_x,right_base2_y,right_base2_z,right_base3_x,right_base3_y,right_base3_z,left_base1_x,left_base1_y,left_base1_z,left_base2_x,left_base2_y,left_base2_z,left_base3_x,left_base3_y,left_base3_z,right_tip1_x,right_tip1_y,right_tip1_z,right_tip2_x,right_tip2_y,right_tip2_z,right_tip3_x,right_tip3_y,right_tip3_z,right_tip4_x,right_tip4_y,right_tip4_z,left_tip1_x,left_tip1_y,left_tip1_z,left_tip2_x,left_tip2_y,left_tip2_z,left_tip3_x,left_tip3_y,left_tip3_z,left_tip4_x,left_tip4_y,left_tip4_z,tube_tip1_x,tube_tip1_y,tube_tip1_z,tube_tip2_x,tube_tip2_y,tube_tip2_z,tube_tip3_x,tube_tip3_y,tube_tip3_z,tube_end1_x,tube_end1_y,tube_end1_z,tube_end2_x,tube_end2_y,tube_end2_z,tube_end3_x,tube_end3_y,tube_end3_z,tube_mid1_x,tube_mid1_y,tube_mid1_z,tube_mid2_x,tube_mid2_y,tube_mid2_z,tube_mid3_x,tube_mid3_y,tube_mid3_z,target_x,target_y,target_z,state_idx
2360790,-89.993,90.0015,-14.9939,44.9907,5.00227,4.9923,-174.997,89.9576,89.9865,15.048,45.0436,5.07001,5.03867,5.00957,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.5898,-0.805404,2.20838,-6.57997,-0.841707,-2.37925,-0.616938,-6.69751,4.02598,-2.69849,-5.99299,-1.47427,-1.47321,-0.505592,0.165533,-0.652222,1.40909,1.84665,0.317896,-1.92631,0.0846189,-0.618804,1.41428,-1.95723,0.284907,-1.96933,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.233814,-0.991602,0.859103,0.119783,-1.12334,0.888833,0,0,0,0,0,0,0,0,0,0,0,0,-0.211576,-1.04333,1.46277,-11.082,-528.635,1479.97,-8.05201,-569.977,1517.39,-34.9701,-533.99,1424.75,302.1,-652.064,1462.92,284.851,-669.714,1492.79,311.79,-664.713,1409.97,-72.8149,-286.779,699.363,-34.7988,-248.802,735.597,5.67528,-297.525,749.698,-89.3978,-294.164,728.849,355.743,-474.939,723.989,412.388,-448.767,716.607,429.262,-496.405,672.955,442.146,-516.303,700.608,-752.015,-834.994,1271.93,-716.949,-832.411,1294.35,-708.561,-834.607,1248.53,-731.452,750.948,1251.89,-684.895,748.459,1263.91,-709.547,748.49,1296.4,-694.248,-476.446,1274.49,-737.145,-473.158,1290.39,-731.816,-473.074,1246.08,0.374161,-1.35569,1.71069,0
2360791,-89.993,90.0015,-14.9939,44.9907,5.00227,4.9923,-174.997,89.9575,89.9865,15.048,45.0436,5.07001,5.03867,5.00957,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.74115,-0.78712,2.2922,-6.59798,-0.839031,-2.36482,-0.617011,-6.77982,4.00167,-2.69353,-6.03633,-1.49824,-1.47059,-0.493787,0.165495,-0.652564,1.40938,1.84613,0.320492,-1.92501,0.0847347,-0.61911,1.41468,-1.95757,0.284688,-1.96451,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.233102,-0.990432,0.858199,0.120915,-1.12246,0.887308,0,0,0,0,0,0,0,0,0,0,0,0,-0.211258,-1.04372,1.46205,-11.2908,-529.185,1480.47,-8.04514,-570.771,1518.07,-35.1383,-534.523,1425.25,302.048,-652.316,1463.28,284.825,-670.047,1493.09,311.787,-664.8,1410.3,-72.9532,-284.958,700.421,-35.0203,-247.272,736.86,5.66149,-296.076,750.911,-89.4363,-292.726,729.978,355.865,-473.093,724.886,412.64,-446.733,717.621,429.516,-494.284,673.827,442.385,-514.292,701.382,-752.009,-835.029,1271.92,-716.946,-832.451,1294.35,-708.544,-834.648,1248.53,-731.398,750.928,1251.88,-684.783,748.41,1263.89,-709.462,748.495,1296.38,-693.808,-476.62,1274.83,-737.196,-473.176,1290.48,-731.791,-473.083,1246.21,0.374156,-1.35569,1.7107,0
2360792,-89.993,90.0015,-14.9939,44.9907,5.00227,4.9923,-174.997,89.9575,89.9865,15.048,45.0436,5.07001,5.03867,5.00957,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.74115,-0.78712,2.2922,-6.59798,-0.839031,-2.36482,-0.617011,-6.77982,4.00167,-2.69353,-6.03633,-1.49824,-1.47059,-0.493787,0.165504,-0.652861,1.4096,1.8462,0.323821,-1.92278,0.0843021,-0.619567,1.41502,-1.95843,0.28911,-1.96961,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.232409,-0.989272,0.857302,0.122045,-1.12156,0.885789,0,0,0,0,0,0,0,0,0,0,0,0,-0.210933,-1.04412,1.46132,-11.4951,-529.815,1481.01,-8.52106,-571.413,1518.23,-35.3906,-535.035,1425.73,301.983,-652.503,1463.66,284.752,-670.382,1493.4,311.806,-664.836,1410.62,-72.8191,-283.57,701.465,-35.2937,-245.847,738.183,5.72511,-294.486,752.266,-89.4849,-291.358,731.095,356.07,-471.168,725.76,412.717,-444.762,718.628,429.796,-492.246,674.668,442.608,-512.138,702.246,-751.968,-835.067,1271.92,-716.924,-832.489,1294.31,-708.544,-834.67,1248.51,-731.281,750.843,1251.85,-684.744,748.375,1263.88,-709.428,748.465,1296.37,-693.752,-476.663,1274.9,-737.102,-473.268,1290.55,-731.781,-473.1,1246.35,0.37418,-1.35568,1.71068,0
2360793,-89.9926,90.0015,-14.9937,44.9907,5.00227,4.99224,-174.997,89.9564,89.9869,15.0479,45.0427,5.07001,5.03856,5.00951,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.87571,-0.764235,2.30959,-6.58448,-0.828831,-2.37871,-0.627331,-6.88098,3.90294,-2.68468,-6.04418,-1.50411,-1.47044,-0.509465,0.165547,-0.652854,1.40988,1.84602,0.326551,-1.92223,0.0841689,-0.620068,1.41546,-1.95851,0.290313,-1.96844,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.231728,-0.988123,0.85641,0.123174,-1.12067,0.884275,0,0,0,0,0,0,0,0,0,0,0,0,-0.210601,-1.04453,1.46057,-11.7256,-530.42,1481.53,-8.70045,-572.049,1518.74,-35.6128,-535.592,1426.18,301.94,-652.672,1464,284.675,-670.684,1493.68,311.787,-664.891,1410.97,-72.9909,-281.853,702.507,-35.3205,-244.582,739.386,5.47641,-293.197,753.292,-89.5511,-289.967,732.242,356.241,-469.209,726.769,412.918,-442.678,719.677,430.023,-490.123,675.541,442.879,-510.074,703.1,-751.938,-835.11,1271.93,-716.877,-832.542,1294.34,-708.488,-834.706,1248.51,-731.285,750.815,1251.86,-684.768,748.353,1263.85,-709.44,748.436,1296.36,-693.679,-476.69,1274.89,-737.056,-473.282,1290.57,-731.698,-473.095,1246.31,0.374163,-1.35569,1.71068,0
2360794,-89.9926,90.0015,-14.9937,44.9907,5.00227,4.99224,-174.997,89.9564,89.9868,15.0479,45.0426,5.07001,5.0384,5.00946,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.8837,-0.745292,2.31884,-6.59358,-0.805379,-2.37325,-0.610125,-7.07121,3.56326,-2.6814,-6.16237,-1.48231,-1.52368,-0.484081,0.165511,-0.652689,1.4102,1.8451,0.329741,-1.92403,0.0841752,-0.620119,1.41591,-1.95772,0.295513,-1.96834,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.231058,-0.986988,0.855523,0.1243,-1.11977,0.882766,0,0,0,0,0,0,0,0,0,0,0,0,-0.210262,-1.04495,1.45982,-12.0184,-531.07,1482.03,-9.14207,-572.79,1518.9,-35.782,-536.157,1426.65,301.898,-652.865,1464.37,284.601,-670.942,1493.99,311.749,-664.898,1411.32,-73.1277,-281.111,704.114,-35.5525,-242.971,740.686,5.60421,-291.494,754.502,-89.6832,-288.605,733.363,356.444,-467.255,727.655,413.073,-440.619,720.685,430.038,-487.627,676.66,443.136,-507.914,703.938,-751.872,-835.116,1271.96,-716.802,-832.543,1294.36,-708.426,-834.717,1248.55,-731.369,750.806,1251.86,-684.844,748.354,1263.86,-709.5,748.42,1296.37,-693.608,-476.701,1274.81,-736.973,-473.263,1290.47,-731.628,-473.093,1246.21,0.374176,-1.35568,1.71068,0
2360795,-89.9926,90.0015,-14.9937,44.9907,5.00227,4.99219,-174.997,89.9564,89.9868,15.0479,45.0425,5.06996,5.03824,5.00941,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.72012,-0.887748,2.16142,-6.5763,-0.842106,-2.36553,-0.606328,-7.16842,3.54735,-2.68751,-6.19603,-1.47394,-1.53802,-0.517348,0.165448,-0.653086,1.41048,1.84488,0.332661,-1.92089,0.084652,-0.619732,1.4161,-1.95845,0.299106,-1.9591,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.230398,-0.985866,0.85464,0.125424,-1.11887,0.881262,0,0,0,0,0,0,0,0,0,0,0,0,-0.209914,-1.04538,1.45905,-12.344,-531.632,1482.53,-9.07728,-573.54,1519.37,-35.9672,-536.592,1427.14,301.775,-653.023,1464.74,284.524,-671.228,1494.27,311.695,-664.913,1411.65,-73.3549,-279.528,705.258,-35.692,-241.663,741.973,5.5073,-290.19,755.848,-89.845,-287.278,734.469,356.559,-465.294,728.573,413.217,-438.555,721.753,430.466,-485.722,677.395,443.359,-505.73,704.826,-751.859,-835.061,1271.99,-716.745,-832.492,1294.39,-708.383,-834.703,1248.56,-731.55,750.865,1251.89,-684.951,748.388,1263.9,-709.595,748.422,1296.37,-693.95,-476.502,1274.47,-736.919,-473.257,1290.33,-731.563,-473.076,1246.1,0.37418,-1.35568,1.71068,0
2360796,-89.9927,90.0015,-14.9937,44.9907,5.00227,4.99208,-174.997,89.9564,89.9868,15.0479,45.0424,5.06996,5.03807,5.00935,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.44569,-1.04917,2.10031,-6.61953,-0.810752,-2.38283,-0.631286,-7.13593,3.47943,-2.67954,-6.24351,-1.48557,-1.53126,-0.512003,0.165402,-0.653223,1.41075,1.84453,0.335572,-1.91995,0.084717,-0.619974,1.41662,-1.95773,0.302009,-1.95733,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.229747,-0.984757,0.853759,0.126545,-1.11797,0.879762,0,0,0,0,0,0,0,0,0,0,0,0,-0.209558,-1.04582,1.45827,-12.5634,-532.266,1483.07,-9.30648,-574.243,1519.77,-36.1007,-537.185,1427.61,301.687,-653.184,1465.1,284.434,-671.493,1494.57,311.653,-664.919,1411.98,-73.5021,-278.106,706.409,-35.9522,-240.29,743.196,4.99522,-288.631,756.714,-89.9722,-285.93,735.601,356.706,-463.428,729.494,413.412,-436.453,722.821,430.719,-483.407,678.353,443.596,-503.611,705.679,-751.814,-835.034,1272.02,-716.681,-832.473,1294.39,-708.317,-834.718,1248.59,-731.662,750.898,1251.91,-685.031,748.41,1263.89,-709.69,748.425,1296.38,-693.902,-476.563,1274.42,-736.929,-473.193,1290.22,-731.553,-473.049,1245.98,0.374172,-1.35569,1.71068,0
2360797,-89.9927,90.0015,-14.9937,44.9907,5.00227,4.99208,-174.997,89.9564,89.9868,15.0479,45.0424,5.06996,5.03807,5.00935,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.44569,-1.04917,2.10031,-6.61953,-0.810752,-2.38283,-0.631286,-7.13593,3.47943,-2.67954,-6.24351,-1.48557,-1.53126,-0.512003,0.165339,-0.6534,1.41102,1.84423,0.33797,-1.91882,0.0846168,-0.620306,1.41681,-1.95868,0.304358,-1.95481,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.229106,-0.983664,0.852882,0.127663,-1.11706,0.878266,0,0,0,0,0,0,0,0,0,0,0,0,-0.209194,-1.04628,1.45748,-12.8465,-532.877,1483.53,-9.45069,-574.97,1520.21,-36.3285,-537.603,1428.08,301.597,-653.31,1465.45,284.344,-671.717,1494.87,311.609,-664.904,1412.31,-73.5865,-276.776,707.576,-36.0828,-238.928,744.451,5.11465,-287.24,757.969,-90.141,-284.672,736.72,356.93,-461.527,730.501,413.486,-434.416,723.86,430.711,-481.03,679.424,443.814,-501.568,706.533,-751.73,-835.008,1272.02,-716.611,-832.452,1294.42,-708.27,-834.66,1248.59,-731.744,750.923,1251.93,-685.111,748.428,1263.9,-709.757,748.439,1296.39,-693.896,-476.51,1274.36,-736.983,-473.205,1290.24,-731.585,-473.055,1245.93,0.374188,-1.35569,1.71068,0
2360798,-89.9927,90.0015,-14.9937,44.9906,5.00227,4.99202,-174.997,89.9564,89.9868,15.0479,45.0424,5.0699,5.03802,5.0093,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,6.24971,-1.12609,2.01587,-6.55472,-0.825932,-2.38735,-0.633597,-7.138,3.45859,-2.71277,-6.14044,-1.48373,-1.50616,-0.49427,0.165287,-0.653415,1.41128,1.84379,0.340879,-1.91835,0.0859161,-0.618873,1.41768,-1.9532,0.30685,-1.93216,-0.708732,-0.042124,1.25884,0.0125022,0.999922,4.27386e-05,-0.228474,-0.982586,0.852008,0.12878,-1.11615,0.876773,0,0,0,0,0,0,0,0,0,0,0,0,-0.208822,-1.04674,1.45668,-13.657,-533.309,1483.95,-9.58963,-575.655,1520.83,-36.5773,-538.22,1428.54,301.512,-653.401,1465.79,284.242,-671.918,1495.16,311.563,-664.823,1412.64,-73.8293,-275.319,708.676,-36.3361,-237.616,745.719,5.04781,-286.02,759.275,-90.3178,-283.397,737.767,357.025,-459.748,731.488,413.631,-432.347,724.876,431.109,-478.924,680.195,444.008,-499.369,707.379,-751.705,-834.996,1272.01,-716.568,-832.425,1294.38,-708.214,-834.677,1248.59,-731.822,750.926,1251.95,-685.16,748.451,1263.92,-709.81,748.45,1296.39,-694.016,-476.409,1274.34,-736.97,-473.202,1290.22,-731.597,-473.072,1245.94,0.374182,-1.35568,1.71068,0
2360799,-89.9928,90.0015,-14.9937,44.9906,5.00227,4.99191,-174.997,89.9564,89.9868,15.0479,45.0423,5.06985,5.03786,5.00924,-90,90,-15,45,5,5,-175,90,90,15,45,5,5,5,5.94623,-1.1846,1.90037,-6.55299,-0.827375,-2.39183,-0.61517,-6.97822,3.51077,-2.69331,-6.13549,-1.48012,-1.49304,-0.486146,0.165238,-0.653379,1.41154,1.8435,0.343824,-1.91791,0.0844729,-0.620624,1.41751,-1.95943,0.310637,-1.95267,-0.709349,-0.0420294,1.25866,0.011554,0.999933,-0.000240426,-0.227852,-0.981522,0.851139,0.129893,-1.11524,0.875283,0,0,0,0,0,0,0,0,0,0,0,0,-0.208441,-1.04722,1.45587,-13.3631,-533.968,1484.55,-9.94499,-576.229,1520.9,-36.799,-538.543,1428.98,301.409,-653.481,1466.14,284.132,-672.089,1495.43,311.5,-664.739,1413,-73.9426,-274.092,709.762,-36.6463,-236.358,746.904,4.38924,-284.973,760.086,-90.4939,-282.121,738.859,357.004,-457.446,732.194,413.577,-430.384,725.857,431.261,-477.012,681.055,444.16,-497.372,708.246,-751.659,-835.033,1271.98,-716.535,-832.445,1294.36,-708.185,-834.668,1248.57,-731.823,750.9,1251.91,-685.207,748.426,1263.9,-709.845,748.445,1296.39,-694.014,-476.514,1274.51,-737.054,-473.156,1290.26,-731.687,-473.044,1246.1,0.374174,-1.35567,1.71068,0
